ranking_final,cod_mun,municipio,uf,classificacao_fuzzy,confianca_classificacao,score_final,dinamismo_economico,infraestrutura_urbana,conectividade_digital,oferta_servicos,seguranca_territorial,empresas_1k,regic_var60,via_pav_pct,indice_conectividade,estab_saude_10k,homicidios_100k
101,5102504,Cáceres (MT),MT,muito_baixo,1.0,0.24268907563025213,0.26554621848739496,0.05042016806722689,0.12605042016806722,0.5882352941176471,0.08403361344537816,31.511691439658346,0.013450788025756,51.31,52.62,31.22177495790636,45.717599045505736
102,2918407,Juazeiro (BA),BA,muito_baixo,1.0,0.2424579831932773,0.46785714285714286,0.1092436974789916,0.25630252100840334,0.15966386554621848,0.01680672268907563,28.69384957594157,0.117776419539206,67.7,59.54,14.801047846910071,62.6521627610682
103,2101202,Bacabal (MA),MA,muito_baixo,1.0,0.2338235294117647,0.1953781512605042,0.35294117647058826,0.15126050420168066,0.05042016806722689,0.5462184873949579,25.05038038395156,0.013499099383557,83.56,54.27,10.124287684045086,15.42748599473537
104,2201903,Bom Jesus (PI),PI,muito_baixo,1.0,0.23357142857142862,0.3920168067226891,0.2184873949579832,0.20168067226890757,0.10084033613445378,0.15126050420168066,52.92401722461453,0.00138942216287,76.48,57.26,13.890818169190165,38.19974996527296
105,2210607,São Raimundo Nonato (PI),PI,muito_baixo,1.0,0.231218487394958,0.29453781512605043,0.13445378151260504,0.08403361344537816,0.20168067226890757,0.4369747899159664,41.37771613499769,0.003456679861468,70.02,46.78,16.95176452458006,20.547593363127344
106,2304103,Crateús (CE),CE,muito_baixo,1.0,0.2308823529411765,0.14915966386554622,0.42857142857142855,0.10084033613445378,0.14285714285714285,0.48739495798319327,24.086922372038224,0.00774407537604,89.02,50.88,14.530697735305669,19.636078020683335
107,2109908,Santa Inês (MA),MA,muito_baixo,1.0,0.22260504201680675,0.27983193277310925,0.3025210084033613,0.3445378151260504,0.08403361344537816,0.05042016806722689,28.57176465052815,0.027472603920412,81.78,62.52,12.115651539746395,48.227350789281765
108,1302405,Lábrea (AM),AM,muito_baixo,1.0,0.21571428571428575,0.01596638655462185,0.42016806722689076,0.01680672268907563,0.09243697478991597,0.8403361344537815,11.96972364020419,0.0,88.89,24.12,13.421932758317197,6.600950536877311
109,1504208,Marabá (PA),PA,muito_baixo,1.0,0.1973949579831933,0.35546218487394954,0.06722689075630252,0.23529411764705882,0.11764705882352941,0.06722689075630252,33.947015941740794,0.024405858363394,56.41,59.05,14.144589975725331,47.64888400310656
110,1501808,Breves (PA),PA,muito_baixo,1.0,0.19407563025210087,0.15672268907563025,0.04201680672268908,0.008403361344537815,0.058823529411764705,0.8487394957983193,12.489716550744149,0.013695764809238,44.94,23.82,10.657392865155934,6.544013162815047
111,2103000,Caxias (MA),MA,muito_baixo,1.0,0.19184873949579834,0.21932773109243697,0.5294117647058824,0.11764705882352941,0.03361344537815126,0.1092436974789916,22.02926617953406,0.021768425194177,90.81,52.42,9.874309594643664,42.04544730622464
112,1500602,Altamira (PA),PA,muito_baixo,1.0,0.16369747899159665,0.2781512605042017,0.18487394957983194,0.13445378151260504,0.1092436974789916,0.025210084033613446,30.828562152060123,0.018228108300288,75.13,52.71,14.016582329603496,53.84901685949366
113,1303403,Parintins (AM),AM,muito_baixo,1.0,0.15991596638655461,0.08067226890756303,0.2773109243697479,0.04201680672268908,0.025210084033613446,0.5378151260504201,19.985057900635038,0.002639535657547,80.46,33.09,9.857634997717179,15.56468683850081
114,1600535,Porto Grande (AP),AP,muito_baixo,1.0,0.1420588235294118,0.057563025210084044,0.008403361344537815,0.07563025210084033,0.15126050420168066,0.5210084033613446,22.355445988346034,0.0,33.39,44.56,14.56745853877185,16.808606006275213
115,1304203,Tefé (AM),AM,muito_baixo,1.0,0.14138655462184876,0.05252100840336134,0.20168067226890757,0.025210084033613446,0.01680672268907563,0.5798319327731093,18.976774491305704,0.000936887556023,75.99,28.11,7.330084567457139,14.931653748523802
116,2202901,Corrente (PI),PI,muito_baixo,1.0,0.14113445378151263,0.1189075630252101,0.23529411764705882,0.03361344537815126,0.18487394957983194,0.17647058823529413,29.73091868905345,0.000625487177593,76.72,31.77,15.39702324217318,36.65957914803138
117,1600501,Oiapoque (AP),AP,muito_baixo,1.0,0.11054621848739497,0.15000000000000002,0.01680672268907563,0.05042016806722689,0.12605042016806722,0.18487394957983194,32.42122116294302,0.0,34.06,39.97,14.191106906338694,36.387453605996654
118,1400472,Rorainópolis (RR),RR,muito_baixo,1.0,0.10718487394957986,0.07857142857142857,0.08403361344537816,0.058823529411764705,0.07563025210084033,0.29411764705882354,21.441480074738873,0.001330079731801,61.58,42.46,11.945967470211658,27.567617238949982
119,1400209,Caracaraí (RR),RR,muito_baixo,1.0,0.07983193277310925,0.025210084033613446,0.17647058823529413,0.06722689075630252,0.04201680672268908,0.15966386554621848,17.225747960108794,0.0,73.64,42.52,10.020518203941403,38.17340268168154
