geocodigo_municipio,nome_municipio,uf,categoria,classe_abc
3113909,Carmo da Cachoeira,MG,demais municipios,C
3532009,Morungaba,SP,demais municipios,C
5219704,Santa Terezinha de Goiás,GO,demais municipios,C
2702009,Coité do Nóia,AL,demais municipios,C
4301404,Arvorezinha,RS,demais municipios,C
1101005,Governador Jorge Teixeira,RO,demais municipios,C
2708105,Santana do Mundaú,AL,demais municipios,C
3116506,Claro dos Poções,MG,demais municipios,C
4306932,Entre-Ijuís,RS,demais municipios,C
3131802,Itabirinha,MG,demais municipios,C
4118006,Paraíso do Norte,PR,demais municipios,C
3162559,São João do Manhuaçu,MG,demais municipios,C
4124806,São João,PR,demais municipios,C
2204204,Francisco Santos,PI,demais municipios,C
3202900,Itarana,ES,demais municipios,C
2806602,Santo Amaro das Brotas,SE,demais municipios,C
4210001,Luiz Alves,SC,demais municipios,C
4105102,Centenário do Sul,PR,demais municipios,C
1713304,Miranorte,TO,demais municipios,C
2210508,São Pedro do Piauí,PI,demais municipios,C
2303931,Choró,CE,demais municipios,C
2106300,Magalhães de Almeida,MA,demais municipios,C
5205901,Corumbaíba,GO,demais municipios,C
2601300,Barra de Guabiraba,PE,demais municipios,C
2109403,Primeira Cruz,MA,demais municipios,C
2408953,Rio do Fogo,RN,demais municipios,C
4304689,Capela de Santana,RS,demais municipios,C
2304905,Groaíras,CE,demais municipios,C
3129301,Iapu,MG,demais municipios,C
2100808,Anapurus,MA,demais municipios,C
4117255,Nova Prata do Iguaçu,PR,demais municipios,C
4117107,Nova Londrina,PR,demais municipios,C
4209706,Lebon Régis,SC,demais municipios,C
1400159,Bonfim,RR,demais municipios,C
3536000,Parapuã,SP,demais municipios,C
2904407,Brejolândia,BA,demais municipios,C
5207808,Firminópolis,GO,demais municipios,C
2104107,Fortaleza dos Nogueiras,MA,demais municipios,C
3204401,Rio Novo do Sul,ES,demais municipios,C
4204707,Cunha Porã,SC,demais municipios,C
2105351,Itaipava do Grajaú,MA,demais municipios,C
3132909,Itamogi,MG,demais municipios,C
3552601,Tabapuã,SP,demais municipios,C
4322533,Vale do Sol,RS,demais municipios,C
2701704,Capela,AL,demais municipios,C
3158508,Santana de Pirapama,MG,demais municipios,C
4315107,Porto Xavier,RS,demais municipios,C
4120507,Primeiro de Maio,PR,demais municipios,C
4304713,Caraá,RS,demais municipios,C
5101605,Barão de Melgaço,MT,demais municipios,C
4110078,Imbaú,PR,demais municipios,C
2412302,São José do Campestre,RN,demais municipios,C
3550803,São Sebastião da Grama,SP,demais municipios,C
3100500,Açucena,MG,demais municipios,C
2411056,Tibau,RN,demais municipios,C
3117801,Conceição dos Ouros,MG,demais municipios,C
3121407,Desterro de Entre Rios,MG,demais municipios,C
3132305,Itaipé,MG,demais municipios,C
2413904,Taipu,RN,demais municipios,C
4123402,Santa Fé,PR,demais municipios,C
2105906,Lago Verde,MA,demais municipios,C
5218607,Rialma,GO,demais municipios,C
3154804,Rio Acima,MG,demais municipios,C
4217006,São Ludgero,SC,demais municipios,C
2303907,Chaval,CE,demais municipios,C
2933174,Varzedo,BA,demais municipios,C
3205150,Vila Pavão,ES,demais municipios,C
2409308,Patu,RN,demais municipios,C
3161502,São Geraldo,MG,demais municipios,C
3125952,Fervedouro,MG,demais municipios,C
1100072,Corumbiara,RO,demais municipios,C
2400802,Angicos,RN,demais municipios,C
2920809,Marcionílio Souza,BA,demais municipios,C
3145356,Novo Oriente de Minas,MG,demais municipios,C
3164506,São Sebastião do Maranhão,MG,demais municipios,C
4302907,Cacequi,RS,demais municipios,C
3126505,Francisco Badaró,MG,demais municipios,C
5100409,Alto Garças,MT,demais municipios,C
4305306,Chapada,RS,demais municipios,C
3130051,Icaraí de Minas,MG,demais municipios,C
3556354,Vargem,SP,demais municipios,C
3171709,Virgínia,MG,demais municipios,C
2910305,Elísio Medrado,BA,demais municipios,C
3105004,Baldim,MG,demais municipios,C
5004908,Jaraguari,MS,demais municipios,C
3103009,Antônio Dias,MG,demais municipios,C
3143500,Morada Nova de Minas,MG,demais municipios,C
3536406,Paulicéia,SP,demais municipios,C
2206605,Monte Alegre do Piauí,PI,demais municipios,C
4206405,Guaraciaba,SC,demais municipios,C
1400456,Pacaraima,RR,capital de imediata,C
3517208,Guaiçara,SP,demais municipios,C
5000856,Angélica,MS,demais municipios,C
3204955,São Roque do Canaã,ES,demais municipios,C
5106778,Porto Alegre do Norte,MT,demais municipios,C
5108501,Vera,MT,demais municipios,C
2604304,Cedro,PE,demais municipios,C
5107180,Ribeirão Cascalheira,MT,demais municipios,C
2511509,Pilar,PB,demais municipios,C
3542909,Ribeirão Bonito,SP,demais municipios,C
2604403,Chã de Alegria,PE,demais municipios,C
4100301,Agudos do Sul,PR,demais municipios,C
5004106,Guia Lopes da Laguna,MS,demais municipios,C
2917334,Iuiu,BA,demais municipios,C
3202504,Ibiraçu,ES,demais municipios,C
3118700,Coqueiral,MG,demais municipios,C
2927903,Santa Inês,BA,demais municipios,C
1709005,Goiatins,TO,demais municipios,C
3519105,Iacanga,SP,demais municipios,C
2412559,São Miguel do Gostoso,RN,demais municipios,C
2611408,Primavera,PE,demais municipios,C
4123907,Santa Mariana,PR,demais municipios,C
3516903,General Salgado,SP,demais municipios,C
2208650,Queimada Nova,PI,demais municipios,C
3171808,Virginópolis,MG,demais municipios,C
4311775,Maquiné,RS,demais municipios,C
2204402,Gilbués,PI,demais municipios,C
2202406,Capitão de Campos,PI,demais municipios,C
2300150,Acarape,CE,demais municipios,C
1303502,Pauini,AM,demais municipios,C
2704807,Maribondo,AL,demais municipios,C
2404606,Ielmo Marinho,RN,demais municipios,C
2902203,Aramari,BA,demais municipios,C
2501401,Baía da Traição,PB,demais municipios,C
3151107,Pirapetinga,MG,demais municipios,C
3516002,Flórida Paulista,SP,demais municipios,C
5003751,Eldorado,MS,demais municipios,C
2919108,Lamarão,BA,demais municipios,C
2922854,Nova Redenção,BA,demais municipios,C
3553609,Tapiratiba,SP,demais municipios,C
4216404,São João do Sul,SC,demais municipios,C
2506707,Imaculada,PB,demais municipios,C
2604155,Casinhas,PE,demais municipios,C
3534906,Pacaembu,SP,demais municipios,C
3557204,Chavantes,SP,demais municipios,C
2800407,Arauá,SE,demais municipios,C
3503406,Arealva,SP,demais municipios,C
1722107,Xambioá,TO,demais municipios,C
4204400,Coronel Freitas,SC,demais municipios,C
3135357,Japonvar,MG,demais municipios,C
2414506,Umarizal,RN,demais municipios,C
2107456,Olinda Nova do Maranhão,MA,demais municipios,C
2409100,Passa e Fica,RN,demais municipios,C
1100502,Novo Horizonte do Oeste,RO,demais municipios,C
2110278,Santo Amaro do Maranhão,MA,demais municipios,C
2409902,Pendências,RN,demais municipios,C
2500106,Água Branca,PB,demais municipios,C
1301654,Guajará,AM,demais municipios,C
2308377,Miraíma,CE,demais municipios,C
4108502,General Carneiro,PR,demais municipios,C
4112702,Jataizinho,PR,demais municipios,C
2602506,Brejinho,PE,demais municipios,C
2706422,Pariconha,AL,demais municipios,C
3158003,Santa Maria de Itabira,MG,demais municipios,C
5003157,Coronel Sapucaia,MS,demais municipios,C
3506805,Bocaina,SP,demais municipios,C
3152709,Prados,MG,demais municipios,C
1200179,Capixaba,AC,demais municipios,C
5209903,Iaciara,GO,demais municipios,C
2111052,São João do Paraíso,MA,demais municipios,C
3162450,São João das Missões,MG,demais municipios,C
2901809,Antônio Gonçalves,BA,demais municipios,C
2616506,Xexéu,PE,demais municipios,C
3504909,Bananal,SP,demais municipios,C
5205471,Chapadão do Céu,GO,demais municipios,C
3168903,Tiros,MG,demais municipios,C
4128401,Uraí,PR,demais municipios,C
2916203,Itapé,BA,demais municipios,C
3200136,Águia Branca,ES,demais municipios,C
2608206,Joaquim Nabuco,PE,demais municipios,C
2210201,São José do Piauí,PI,demais municipios,C
2920304,Malhada de Pedras,BA,demais municipios,C
4207908,Irineópolis,SC,demais municipios,C
1600154,Pedra Branca do Amapari,AP,demais municipios,C
2102556,Campestre do Maranhão,MA,demais municipios,C
3544905,Sales Oliveira,SP,demais municipios,C
4304358,Candiota,RS,demais municipios,C
4315800,Roca Sales,RS,demais municipios,C
2911006,Floresta Azul,BA,demais municipios,C
2401206,Arês,RN,demais municipios,C
2312601,São Luís do Curu,CE,demais municipios,C
5105176,Juruena,MT,demais municipios,C
4202206,Benedito Novo,SC,demais municipios,C
2206720,Nazária,PI,conurbado com uf,C
2201606,Beneditinos,PI,demais municipios,C
2911659,Guajeru,BA,demais municipios,C
4215109,Rodeio,SC,demais municipios,C
4104451,Cantagalo,PR,demais municipios,C
3134806,Jacuí,MG,demais municipios,C
1507961,Terra Alta,PA,demais municipios,C
3159209,Santa Rita de Caldas,MG,demais municipios,C
4127809,Tomazina,PR,demais municipios,C
2309805,Pacoti,CE,demais municipios,C
2907707,Chorrochó,BA,demais municipios,C
2200707,Anísio de Abreu,PI,demais municipios,C
2805307,Pirambu,SE,demais municipios,C
2301257,Ararendá,CE,demais municipios,C
2505709,Dona Inês,PB,demais municipios,C
2903953,Bom Jesus da Serra,BA,demais municipios,C
3106408,Belo Vale,MG,demais municipios,C
3164308,São Roque de Minas,MG,demais municipios,C
3201100,Bom Jesus do Norte,ES,demais municipios,C
2510105,Nova Floresta,PB,demais municipios,C
4120002,Porecatu,PR,demais municipios,C
4105300,Céu Azul,PR,demais municipios,C
2916302,Itapebi,BA,demais municipios,C
3539004,Pirangi,SP,demais municipios,C
2301406,Aratuba,CE,demais municipios,C
3527603,Luís Antônio,SP,demais municipios,C
4103057,Boa Vista da Aparecida,PR,demais municipios,C
5002001,Batayporã,MS,demais municipios,C
3148301,Paula Cândido,MG,demais municipios,C
1300201,Atalaia do Norte,AM,demais municipios,C
2616100,Verdejante,PE,demais municipios,C
3151909,Pocrane,MG,demais municipios,C
2928950,São Domingos,BA,demais municipios,C
5007554,Santa Rita do Pardo,MS,demais municipios,C
3120508,Cristina,MG,demais municipios,C
3150505,Pimenta,MG,demais municipios,C
2202505,Caracol,PI,demais municipios,C
2307908,Martinópole,CE,demais municipios,C
2701209,Cacimbinhas,AL,demais municipios,C
4125209,São Jorge d'Oeste,PR,demais municipios,C
4126678,Tamarana,PR,demais municipios,C
5108956,Nova Monte Verde,MT,demais municipios,C
5107941,Tabaporã,MT,demais municipios,C
3138658,Lontra,MG,demais municipios,C
4308300,Fontoura Xavier,RS,demais municipios,C
2609105,Machados,PE,demais municipios,C
2103554,Conceição do Lago-Açu,MA,demais municipios,C
3168804,Tiradentes,MG,demais municipios,C
3111804,Canápolis,MG,demais municipios,C
4314704,Planalto,RS,demais municipios,C
3142106,Miradouro,MG,demais municipios,C
5205000,Carmo do Rio Verde,GO,demais municipios,C
2707602,Quebrangulo,AL,demais municipios,C
3152170,Ponto dos Volantes,MG,demais municipios,C
3553005,Taguaí,SP,demais municipios,C
4105607,Cidade Gaúcha,PR,demais municipios,C
2601003,Angelim,PE,demais municipios,C
3123007,Dores de Campos,MG,demais municipios,C
3506300,Bernardino de Campos,SP,demais municipios,C
3156601,Rubim,MG,demais municipios,C
1300029,Alvarães,AM,demais municipios,C
4214201,Quilombo,SC,demais municipios,C
2502409,Bonito de Santa Fé,PB,demais municipios,C
4314159,Paverama,RS,demais municipios,C
4305173,Cerro Grande do Sul,RS,demais municipios,C
5103056,Cláudia,MT,demais municipios,C
2917904,Jandaíra,BA,demais municipios,C
3200706,Atílio Vivácqua,ES,demais municipios,C
2702504,Dois Riachos,AL,demais municipios,C
2300101,Abaiara,CE,demais municipios,C
2303659,Catunda,CE,demais municipios,C
3117009,Comercinho,MG,demais municipios,C
2918605,Jussiape,BA,demais municipios,C
5102603,Campinápolis,MT,demais municipios,C
4302006,Barros Cassal,RS,demais municipios,C
4304903,Casca,RS,demais municipios,C
2402105,Campo Redondo,RN,demais municipios,C
2928307,Santanópolis,BA,demais municipios,C
5105002,Jauru,MT,demais municipios,C
2206407,Monsenhor Gil,PI,demais municipios,C
2106003,Lima Campos,MA,demais municipios,C
3109204,Buenópolis,MG,demais municipios,C
3165206,São Tomé das Letras,MG,demais municipios,C
2111532,São Pedro da Água Branca,MA,demais municipios,C
2508000,Juru,PB,demais municipios,C
5211008,Itapirapuã,GO,demais municipios,C
2924900,Planaltino,BA,demais municipios,C
4316451,Salto do Jacuí,RS,demais municipios,C
1101757,Vale do Anari,RO,demais municipios,C
3144656,Ninheira,MG,demais municipios,C
3534757,Ouroeste,SP,demais municipios,C
4216008,São Carlos,SC,demais municipios,C
3147709,Passa Tempo,MG,demais municipios,C
5004403,Inocência,MS,demais municipios,C
2100501,Alto Parnaíba,MA,demais municipios,C
3154101,Recreio,MG,demais municipios,C
4108007,Florestópolis,PR,demais municipios,C
2410108,Poço Branco,RN,demais municipios,C
3107208,Bocaina de Minas,MG,demais municipios,C
2208502,Porto,PI,demais municipios,C
2412906,São Tomé,RN,demais municipios,C
4211009,Mondaí,SC,demais municipios,C
4201000,Anita Garibaldi,SC,demais municipios,C
4320677,Sinimbu,RS,demais municipios,C
3151008,Piranguinho,MG,demais municipios,C
5215009,Nova Veneza,GO,demais municipios,C
1100924,Chupinguaia,RO,demais municipios,C
3129004,Guiricema,MG,demais municipios,C
2202059,Cabeceiras do Piauí,PI,demais municipios,C
2925402,Potiraguá,BA,demais municipios,C
3513207,Cristais Paulista,SP,demais municipios,C
2407708,Montanhas,RN,demais municipios,C
4202602,Bom Retiro,SC,demais municipios,C
4312906,Nova Bassano,RS,demais municipios,C
5203401,Bom Jardim de Goiás,GO,demais municipios,C
2100154,Água Doce do Maranhão,MA,demais municipios,C
1702000,Araguaçu,TO,demais municipios,C
2310001,Palhano,CE,demais municipios,C
2910107,Dom Basílio,BA,demais municipios,C
1722081,Wanderlândia,TO,demais municipios,C
2602407,Brejão,PE,demais municipios,C
3504800,Bálsamo,SP,demais municipios,C
5000807,Anaurilândia,MS,demais municipios,C
4110953,Itaipulândia,PR,demais municipios,C
4212304,Paulo Lopes,SC,demais municipios,C
5001508,Bandeirantes,MS,demais municipios,C
3135704,Jequitibá,MG,demais municipios,C
3531209,Monte Alegre do Sul,SP,demais municipios,C
2501575,Barra de Santana,PB,demais municipios,C
2112852,Vila Nova dos Martírios,MA,demais municipios,C
3118908,Cordisburgo,MG,demais municipios,C
3153608,Prudente de Morais,MG,demais municipios,C
2206506,Monsenhor Hipólito,PI,demais municipios,C
2204808,Ipiranga do Piauí,PI,demais municipios,C
4309050,Glorinha,RS,demais municipios,C
5101308,Arenápolis,MT,demais municipios,C
4311502,Lavras do Sul,RS,demais municipios,C
5220504,Serranópolis,GO,demais municipios,C
2200251,Alagoinha do Piauí,PI,demais municipios,C
3103900,Araújos,MG,demais municipios,C
2207603,Parnaguá,PI,demais municipios,C
2909000,Cordeiros,BA,demais municipios,C
4205308,Faxinal dos Guedes,SC,demais municipios,C
2604809,Cortês,PE,demais municipios,C
5203559,Bonfinópolis,GO,demais municipios,C
5207253,Doverlândia,GO,demais municipios,C
3121100,Delfim Moreira,MG,demais municipios,C
2105153,Igarapé do Meio,MA,demais municipios,C
2505402,Desterro,PB,demais municipios,C
3517000,Getulina,SP,demais municipios,C
3555604,Uchoa,SP,demais municipios,C
2400109,Acari,RN,demais municipios,C
2615904,Tuparetama,PE,demais municipios,C
2201051,Assunção do Piauí,PI,demais municipios,C
2912806,Ibirapuã,BA,demais municipios,C
4201208,Antônio Carlos,SC,demais municipios,C
5214861,Nova Glória,GO,demais municipios,C
2921609,Morpará,BA,demais municipios,C
2906402,Candeal,BA,demais municipios,C
2703601,Japaratinga,AL,demais municipios,C
5102850,Castanheira,MT,demais municipios,C
4215653,Santa Rosa do Sul,SC,demais municipios,C
4200200,Agrolândia,SC,demais municipios,C
4207809,Irani,SC,demais municipios,C
5203203,Barro Alto,GO,demais municipios,C
2923308,Ouriçangas,BA,demais municipios,C
2203107,Cristino Castro,PI,demais municipios,C
4109906,Icaraíma,PR,demais municipios,C
3112505,Capim Branco,MG,demais municipios,C
3144508,Nazareno,MG,demais municipios,C
4118105,Paranacity,PR,capital de imediata,C
4321006,Tapera,RS,demais municipios,C
2311207,Potengi,CE,demais municipios,C
3150158,Piedade de Caratinga,MG,demais municipios,C
2403806,Florânia,RN,demais municipios,C
4215455,Sangão,SC,demais municipios,C
2104909,Guimarães,MA,demais municipios,C
3554706,Torrinha,SP,demais municipios,C
4301750,Barão do Triunfo,RS,demais municipios,C
2111904,Sucupira do Norte,MA,demais municipios,C
4107900,Floresta,PR,demais municipios,C
4313953,Pantano Grande,RS,demais municipios,C
5205455,Cezarina,GO,demais municipios,C
3528601,Manduri,SP,demais municipios,C
3169208,Tombos,MG,demais municipios,C
3136504,Jordânia,MG,demais municipios,C
2919959,Maetinga,BA,demais municipios,C
3122454,Divisópolis,MG,demais municipios,C
3131505,Ipuiúna,MG,demais municipios,C
3153509,Alto Jequitibá,MG,demais municipios,C
3544806,Sales,SP,demais municipios,C
4109500,Guaraqueçaba,PR,demais municipios,C
3512902,Cosmorama,SP,demais municipios,C
5002159,Bodoquena,MS,demais municipios,C
5207535,Faina,GO,demais municipios,C
5001243,Aral Moreira,MS,demais municipios,C
2933406,Wagner,BA,demais municipios,C
3145877,Orizânia,MG,demais municipios,C
3126208,Formoso,MG,demais municipios,C
2108405,Peri Mirim,MA,demais municipios,C
4308805,General Câmara,RS,demais municipios,C
2306801,Jaguaribara,CE,demais municipios,C
2401701,Bom Jesus,RN,demais municipios,C
2407005,Luís Gomes,RN,demais municipios,C
3126000,Florestal,MG,demais municipios,C
4217303,Saudades,SC,demais municipios,C
3543709,Rincão,SP,demais municipios,C
2503308,Cachoeira dos Índios,PB,demais municipios,C
2919900,Macururé,BA,demais municipios,C
1200344,Manoel Urbano,AC,demais municipios,C
4305801,Constantina,RS,demais municipios,C
1506104,Primavera,PA,demais municipios,C
3137106,Lagamar,MG,demais municipios,C
3119203,Coroaci,MG,demais municipios,C
3129103,Gurinhatã,MG,demais municipios,C
4316105,Ronda Alta,RS,demais municipios,C
1304260,Uarini,AM,demais municipios,C
3536109,Pardinho,SP,demais municipios,C
1716703,Colméia,TO,demais municipios,C
4319802,São Vicente do Sul,RS,demais municipios,C
3158904,Santana do Manhuaçu,MG,demais municipios,C
3161700,São Gonçalo do Abaeté,MG,demais municipios,C
2309102,Mulungu,CE,demais municipios,C
1304005,Silves,AM,demais municipios,C
3532504,Neves Paulista,SP,demais municipios,C
4112751,Jesuítas,PR,demais municipios,C
4319158,São Miguel das Missões,RS,demais municipios,C
1720804,Sítio Novo do Tocantins,TO,demais municipios,C
2509800,Mulungu,PB,demais municipios,C
3154507,Riacho dos Machados,MG,demais municipios,C
2105922,Lagoa do Mato,MA,demais municipios,C
3150604,Piracema,MG,demais municipios,C
4307104,Herval,RS,demais municipios,C
2509909,Natuba,PB,demais municipios,C
2209906,São João da Serra,PI,demais municipios,C
2414803,Vera Cruz,RN,demais municipios,C
2406700,Lajes,RN,demais municipios,C
2304269,Deputado Irapuan Pinheiro,CE,demais municipios,C
2707404,Porto de Pedras,AL,demais municipios,C
2414100,Tenente Ananias,RN,demais municipios,C
2609204,Maraial,PE,demais municipios,C
3152907,Pratápolis,MG,demais municipios,C
3500550,Águas de Santa Bárbara,SP,demais municipios,C
3162948,São José da Barra,MG,demais municipios,C
1302801,Maraã,AM,demais municipios,C
3137536,Lagoa Grande,MG,demais municipios,C
2205151,Jacobina do Piauí,PI,demais municipios,C
2404408,Grossos,RN,demais municipios,C
2901502,Anguera,BA,demais municipios,C
2310605,Penaforte,CE,demais municipios,C
1506112,Quatipuru,PA,demais municipios,C
3140852,Matias Cardoso,MG,demais municipios,C
4213807,Praia Grande,SC,demais municipios,C
3102704,Cachoeira de Pajeú,MG,demais municipios,C
4102604,Barracão,PR,demais municipios,C
2202026,Buriti dos Montes,PI,demais municipios,C
4207650,Iporã do Oeste,SC,demais municipios,C
2507200,Itatuba,PB,demais municipios,C
4128559,Vera Cruz do Oeste,PR,demais municipios,C
4213401,Ponte Serrada,SC,demais municipios,C
4322301,Tuparendi,RS,demais municipios,C
3142601,Monsenhor Paulo,MG,demais municipios,C
4127007,Teixeira Soares,PR,demais municipios,C
3130606,Inconfidentes,MG,demais municipios,C
3305307,São Sebastião do Alto,RJ,demais municipios,C
5103601,Dom Aquino,MT,demais municipios,C
2922805,Nova Itarana,BA,demais municipios,C
3165552,Setubinha,MG,demais municipios,C
2920007,Maiquinique,BA,demais municipios,C
2102754,Capinzal do Norte,MA,demais municipios,C
2923050,Novo Triunfo,BA,demais municipios,C
4100707,Alto Piquiri,PR,demais municipios,C
3551405,Serra Azul,SP,demais municipios,C
2103158,Centro do Guilherme,MA,demais municipios,C
4203501,Campo Erê,SC,demais municipios,C
2902302,Aratuípe,BA,demais municipios,C
3143450,Montezuma,MG,demais municipios,C
2400307,Afonso Bezerra,RN,demais municipios,C
1505601,Peixe-Boi,PA,demais municipios,C
2308807,Moraújo,CE,demais municipios,C
2402501,Carnaubais,RN,demais municipios,C
3112901,Caputira,MG,demais municipios,C
4305009,Catuípe,RS,demais municipios,C
3557303,Estiva Gerbi,SP,demais municipios,C
3103702,Araponga,MG,demais municipios,C
5101852,Bom Jesus do Araguaia,MT,demais municipios,C
2205953,Marcolândia,PI,demais municipios,C
3515202,Estrela d'Oeste,SP,demais municipios,C
3107505,Bom Jardim de Minas,MG,demais municipios,C
1100296,Santa Luzia D'Oeste,RO,demais municipios,C
4314027,Paraíso do Sul,RS,demais municipios,C
2106102,Loreto,MA,demais municipios,C
2401305,Campo Grande,RN,demais municipios,C
3157252,Santa Bárbara do Leste,MG,demais municipios,C
3115805,Centralina,MG,demais municipios,C
2919058,Lajedo do Tabocal,BA,demais municipios,C
1101104,Itapuã do Oeste,RO,demais municipios,C
5103700,Feliz Natal,MT,demais municipios,C
3138625,Limeira do Oeste,MG,demais municipios,C
4115101,Mariluz,PR,demais municipios,C
5106281,Novo São Joaquim,MT,demais municipios,C
3537503,Pereiras,SP,demais municipios,C
3543808,Rinópolis,SP,demais municipios,C
4311155,Jóia,RS,demais municipios,C
3100104,Abadia dos Dourados,MG,demais municipios,C
3555802,Urânia,SP,demais municipios,C
5213004,Maurilândia,GO,demais municipios,C
5207600,Fazenda Nova,GO,demais municipios,C
3548203,Santo Antônio do Pinhal,SP,demais municipios,C
2506251,Gado Bravo,PB,demais municipios,C
4216107,São Domingos,SC,demais municipios,C
2101103,Axixá,MA,demais municipios,C
4300505,Alpestre,RS,demais municipios,C
3545407,Salto Grande,SP,demais municipios,C
4117222,Nova Santa Rosa,PR,demais municipios,C
2200053,Acauã,PI,demais municipios,C
2206696,Murici dos Portelas,PI,demais municipios,C
3139250,Mamonas,MG,demais municipios,C
4110201,Inácio Martins,PR,demais municipios,C
4103800,Cambira,PR,demais municipios,C
1400233,Caroebe,RR,demais municipios,C
2105203,Igarapé Grande,MA,demais municipios,C
2516805,Triunfo,PB,demais municipios,C
4300851,Arambaré,RS,demais municipios,C
2410306,Serra Caiada,RN,demais municipios,C
2927101,Rodelas,BA,demais municipios,C
5006358,Paranhos,MS,demais municipios,C
3130309,Iguatama,MG,demais municipios,C
3517802,Guaraçaí,SP,demais municipios,C
3128808,Guidoval,MG,demais municipios,C
2403509,Espírito Santo,RN,demais municipios,C
3142403,Moema,MG,demais municipios,C
3170503,Urucânia,MG,demais municipios,C
3169109,Toledo,MG,demais municipios,C
4201257,Apiúna,SC,demais municipios,C
3117836,Cônego Marinho,MG,demais municipios,C
2606705,Ibirajuba,PE,demais municipios,C
2204501,Guadalupe,PI,demais municipios,C
4128534,Ventania,PR,demais municipios,C
2207207,Padre Marcos,PI,demais municipios,C
1701002,Ananás,TO,demais municipios,C
4106001,Congonhinhas,PR,demais municipios,C
1600808,Vitória do Jari,AP,demais municipios,C
2701100,Branquinha,AL,demais municipios,C
4123709,Santa Isabel do Ivaí,PR,demais municipios,C
2111029,São João do Carú,MA,demais municipios,C
2708709,São Miguel dos Milagres,AL,demais municipios,C
2410405,Pureza,RN,demais municipios,C
4300901,Aratiba,RS,demais municipios,C
3116803,Coluna,MG,demais municipios,C
3167400,Silvianópolis,MG,demais municipios,C
2102077,Bom Lugar,MA,demais municipios,C
3130655,Indaiabira,MG,demais municipios,C
5219001,Sanclerlândia,GO,demais municipios,C
2107001,Montes Altos,MA,demais municipios,C
5103106,Cocalinho,MT,demais municipios,C
2203354,Dirceu Arcoverde,PI,demais municipios,C
2515401,São Vicente do Seridó,PB,demais municipios,C
3143807,Munhoz,MG,demais municipios,C
5202155,Araguapaz,GO,demais municipios,C
4204905,Descanso,SC,demais municipios,C
2705606,Novo Lino,AL,demais municipios,C
2101772,Bela Vista do Maranhão,MA,demais municipios,C
3127305,Galiléia,MG,demais municipios,C
3128402,Guarani,MG,demais municipios,C
2805109,Pedrinhas,SE,demais municipios,C
3519006,Herculândia,SP,demais municipios,C
1400027,Amajari,RR,demais municipios,C
1703008,Babaçulândia,TO,demais municipios,C
2206357,Milton Brandão,PI,demais municipios,C
3130556,Imbé de Minas,MG,demais municipios,C
1304237,Tonantins,AM,demais municipios,C
3544301,Roseira,SP,demais municipios,C
3124807,Estrela do Sul,MG,demais municipios,C
1600709,Tartarugalzinho,AP,demais municipios,C
3204658,São Domingos do Norte,ES,demais municipios,C
4201505,Armazém,SC,demais municipios,C
4103503,Califórnia,PR,demais municipios,C
3509304,Cajobi,SP,demais municipios,C
4212650,Pescaria Brava,SC,demais municipios,C
5213509,Monte Alegre de Goiás,GO,demais municipios,C
2508208,Lagoa de Dentro,PB,demais municipios,C
3155306,Rio Manso,MG,demais municipios,C
2405306,Januário Cicco,RN,demais municipios,C
2611533,Quixaba,PE,demais municipios,C
4204004,Catanduvas,SC,demais municipios,C
4203402,Campo Belo do Sul,SC,demais municipios,C
3119500,Coronel Murta,MG,demais municipios,C
5006408,Pedro Gomes,MS,demais municipios,C
2111748,Senador Alexandre Costa,MA,demais municipios,C
4105003,Catanduvas,PR,demais municipios,C
2513158,Santa Cecília,PB,demais municipios,C
4101309,Antônio Olinto,PR,demais municipios,C
1101203,Ministro Andreazza,RO,demais municipios,C
3126901,Frei Inocêncio,MG,demais municipios,C
2310951,Pires Ferreira,CE,demais municipios,C
5100607,Alto Taquari,MT,demais municipios,C
3128600,Guarda-Mor,MG,demais municipios,C
3165701,Senador Firmino,MG,demais municipios,C
4315404,Redentora,RS,demais municipios,C
2201739,Betânia do Piauí,PI,demais municipios,C
4107256,Douradina,PR,demais municipios,C
1715754,Palmeirópolis,TO,demais municipios,C
2103109,Cedral,MA,demais municipios,C
3146503,Pains,MG,demais municipios,C
3154457,Riachinho,MG,demais municipios,C
2407401,Martins,RN,demais municipios,C
1503408,Inhangapi,PA,demais municipios,C
2111789,Serrano do Maranhão,MA,demais municipios,C
2916708,Itaquara,BA,demais municipios,C
3202009,Dores do Rio Preto,ES,demais municipios,C
3109451,Cabeceira Grande,MG,demais municipios,C
4123303,Santa Cruz de Monte Castelo,PR,demais municipios,C
3164209,São Romão,MG,demais municipios,C
2616183,Vertente do Lério,PE,demais municipios,C
5000906,Antônio João,MS,demais municipios,C
2207777,Patos do Piauí,PI,demais municipios,C
2701803,Carneiros,AL,demais municipios,C
3131109,Inimutaba,MG,demais municipios,C
2209971,São João do Arraial,PI,demais municipios,C
2508505,Livramento,PB,demais municipios,C
2915700,Itamari,BA,demais municipios,C
4301701,Barão de Cotegipe,RS,demais municipios,C
5106265,Novo Mundo,MT,demais municipios,C
3515350,Euclides da Cunha Paulista,SP,demais municipios,C
2607950,Jaqueira,PE,demais municipios,C
3135605,Jequitaí,MG,demais municipios,C
3154150,Reduto,MG,demais municipios,C
4122701,Sabáudia,PR,demais municipios,C
2201960,Brasileira,PI,demais municipios,C
2511806,Pirpirituba,PB,demais municipios,C
