geocodigo_municipio,nome_municipio,uf,categoria,classe_abc
4102109,Astorga,PR,demais municipios,B
3301405,Conceição de Macabu,RJ,demais municipios,B
2303808,Cedro,CE,demais municipios,B
3125705,Felixlândia,MG,demais municipios,B
2702355,Craíbas,AL,demais municipios,B
2211308,Valença do Piauí,PI,capital de imediata,B
1505700,Ponta de Pedras,PA,demais municipios,B
3203700,Muniz Freire,ES,demais municipios,B
2918357,João Dourado,BA,demais municipios,B
5000708,Anastácio,MS,demais municipios,B
4126603,Siqueira Campos,PR,demais municipios,B
3122009,Divino,MG,demais municipios,B
2605152,Dormentes,PE,demais municipios,B
4321709,Três Coroas,RS,demais municipios,B
5002902,Cassilândia,MS,demais municipios,B
1504307,Maracanã,PA,demais municipios,B
4101606,Arapoti,PR,demais municipios,B
3143203,Monte Santo de Minas,MG,demais municipios,B
5001904,Bataguassu,MS,demais municipios,B
3531407,Monte Aprazível,SP,demais municipios,B
1100809,Candeias do Jamari,RO,conurbado com uf,B
1100254,Presidente Médici,RO,demais municipios,B
2608750,Lagoa Grande,PE,demais municipios,B
3124005,Ervália,MG,demais municipios,B
4322202,Tupanciretã,RS,demais municipios,B
2614006,Serrita,PE,demais municipios,B
2800209,Aquidabã,SE,demais municipios,B
2210003,São João do Piauí,PI,capital de imediata,B
2915809,Itambé,BA,demais municipios,B
1301407,Eirunepé,AM,capital de imediata,B
3502705,Apiaí,SP,demais municipios,B
2807600,Umbaúba,SE,demais municipios,B
2706406,Pão de Açúcar,AL,capital de imediata,B
3135803,Jequitinhonha,MG,demais municipios,B
2911600,Governador Mangabeira,BA,demais municipios,B
4128005,Ubiratã,PR,demais municipios,B
2202307,Canto do Buriti,PI,capital de imediata,B
1506609,Santa Maria do Pará,PA,demais municipios,B
2603108,Cachoeirinha,PE,demais municipios,B
2910750,Fátima,BA,demais municipios,B
2704203,Limoeiro de Anadia,AL,demais municipios,B
3539202,Pirapozinho,SP,demais municipios,B
2408904,Parelhas,RN,demais municipios,B
2906907,Caravelas,BA,demais municipios,B
2704005,Junqueiro,AL,demais municipios,B
1502756,Concórdia do Pará,PA,demais municipios,B
4106605,Cruzeiro do Oeste,PR,demais municipios,B
2102804,Carolina,MA,demais municipios,B
2108504,Pindaré-Mirim,MA,demais municipios,B
2924801,Piritiba,BA,demais municipios,B
2512309,Princesa Isabel,PB,capital de imediata,B
1300607,Benjamin Constant,AM,demais municipios,B
3205069,Venda Nova do Imigrante,ES,demais municipios,B
4106506,Coronel Vivida,PR,demais municipios,B
2930808,Souto Soares,BA,demais municipios,B
5107875,Sapezal,MT,demais municipios,B
1300508,Barreirinha,AM,demais municipios,B
4211702,Orleans,SC,demais municipios,B
2616209,Vertentes,PE,demais municipios,B
5102702,Canarana,MT,demais municipios,B
2912202,Ibicoara,BA,demais municipios,B
3529906,Miracatu,SP,demais municipios,B
3167608,Simonésia,MG,demais municipios,B
3305158,São José do Vale do Rio Preto,RJ,demais municipios,B
4315305,Quaraí,RS,demais municipios,B
2610400,Parnamirim,PE,demais municipios,B
2310852,Pindoretama,CE,demais municipios,B
4318101,São Francisco de Assis,RS,demais municipios,B
5205513,Cocalzinho de Goiás,GO,demais municipios,B
2211209,Uruçuí,PI,capital de imediata,B
5212204,Jussara,GO,demais municipios,B
4216909,São Lourenço do Oeste,SC,capital de imediata,B
1501907,Bujaru,PA,demais municipios,B
2930774,Sobradinho,BA,demais municipios,B
3535804,Paranapanema,SP,demais municipios,B
4119400,Piraí do Sul,PR,demais municipios,B
4320909,Tapejara,RS,capital de imediata,B
1507805,Senador José Porfírio,PA,demais municipios,B
3303955,Pinheiral,RJ,demais municipios,B
5005004,Jardim,MS,capital de imediata,B
1508035,Tracuateua,PA,demais municipios,B
3115508,Caxambu,MG,capital de imediata,B
5006002,Nova Alvorada do Sul,MS,demais municipios,B
3113206,Carandaí,MG,demais municipios,B
4208104,Itaiópolis,SC,demais municipios,B
2311504,Quixeré,CE,demais municipios,B
2931806,Tremedal,BA,demais municipios,B
2105005,Humberto de Campos,MA,demais municipios,B
2605400,Feira Nova,PE,demais municipios,B
2908705,Condeúba,BA,demais municipios,B
2603702,Canhotinho,PE,demais municipios,B
3204104,Pinheiros,ES,demais municipios,B
1506302,Salvaterra,PA,capital de imediata,B
2305308,Ibiapina,CE,demais municipios,B
3132701,Itambacuri,MG,demais municipios,B
3162955,São José da Lapa,MG,demais municipios,B
1501725,Brasil Novo,PA,demais municipios,B
3147204,Paraguaçu,MG,demais municipios,B
4202057,Balneário Barra do Sul,SC,demais municipios,B
2105500,João Lisboa,MA,demais municipios,B
4306809,Encantado,RS,capital de imediata,B
2908101,Cocos,BA,demais municipios,B
2702603,Feira Grande,AL,demais municipios,B
2101004,Arari,MA,demais municipios,B
5008008,Terenos,MS,conurbado com uf,B
3141405,Medina,MG,demais municipios,B
1503077,Garrafão do Norte,PA,demais municipios,B
2920106,Mairi,BA,demais municipios,B
2924603,Pindobaçu,BA,demais municipios,B
2110609,São Bernardo,MA,demais municipios,B
2501104,Areia,PB,demais municipios,B
3507803,Brodowski,SP,demais municipios,B
5004601,Itaquiraí,MS,demais municipios,B
2506905,Itabaiana,PB,capital de imediata,B
2301950,Barreira,CE,demais municipios,B
2301307,Araripe,CE,demais municipios,B
1507458,São Geraldo do Araguaia,PA,demais municipios,B
3171006,Vazante,MG,demais municipios,B
3138609,Lima Duarte,MG,demais municipios,B
2306108,Irauçuba,CE,demais municipios,B
2307809,Marco,CE,demais municipios,B
2708501,São Luís do Quitunde,AL,demais municipios,B
3554300,Teodoro Sampaio,SP,demais municipios,B
3205036,Vargem Alta,ES,demais municipios,B
4113502,Loanda,PR,capital de imediata,B
1504752,Mojuí dos Campos,PA,demais municipios,B
5007406,Rio Verde de Mato Grosso,MS,demais municipios,B
2308906,Morrinhos,CE,demais municipios,B
2511400,Picuí,PB,demais municipios,B
4316006,Rolante,RS,demais municipios,B
3131208,Ipanema,MG,demais municipios,B
2925253,Ponto Novo,BA,demais municipios,B
1600501,Oiapoque,AP,capital de intermediaria,B
1100148,Nova Brasilândia D'Oeste,RO,demais municipios,B
5215306,Orizona,GO,demais municipios,B
3137502,Lagoa Formosa,MG,demais municipios,B
5205406,Ceres,GO,capital de imediata,B
5203500,Bom Jesus de Goiás,GO,demais municipios,B
5200100,Abadiânia,GO,demais municipios,B
1505650,Placas,PA,demais municipios,B
2109007,Porto Franco,MA,demais municipios,B
3170909,Varzelândia,MG,demais municipios,B
4318408,São Jerônimo,RS,demais municipios,B
2904050,Bonito,BA,demais municipios,B
2929701,Sátiro Dias,BA,demais municipios,B
1200450,Senador Guiomard,AC,conurbado com uf,B
2901353,Andorinha,BA,demais municipios,B
3512407,Cordeirópolis,SP,demais municipios,B
5107065,Querência,MT,demais municipios,B
5103502,Diamantino,MT,capital de imediata,B
2615805,Tupanatinga,PE,demais municipios,B
2806008,Ribeirópolis,SE,demais municipios,B
2604502,Chã Grande,PE,demais municipios,B
2916005,Itanhém,BA,demais municipios,B
1100403,Alto Paraíso,RO,demais municipios,B
4301008,Arroio do Meio,RS,demais municipios,B
3547601,Santa Rosa de Viterbo,SP,demais municipios,B
3139508,Manhumirim,MG,demais municipios,B
3149903,Perdões,MG,demais municipios,B
2705705,Olho d'Água das Flores,AL,demais municipios,B
3138807,Luz,MG,demais municipios,B
3507100,Bom Jesus dos Perdões,SP,demais municipios,B
2100477,Alto Alegre do Pindaré,MA,demais municipios,B
2614808,Tacaratu,PE,demais municipios,B
1303106,Nova Olinda do Norte,AM,demais municipios,B
3204351,Rio Bananal,ES,demais municipios,B
2912905,Ibirataia,BA,demais municipios,B
2512903,Rio Tinto,PB,demais municipios,B
2709400,Viçosa,AL,demais municipios,B
2210409,São Miguel do Tapuio,PI,demais municipios,B
1301001,Carauari,AM,demais municipios,B
3113701,Carlos Chagas,MG,demais municipios,B
1503044,Floresta do Araguaia,PA,demais municipios,B
2202604,Castelo do Piauí,PI,demais municipios,B
5005608,Miranda,MS,demais municipios,B
3106309,Belo Oriente,MG,demais municipios,B
3151701,Poço Fundo,MG,demais municipios,B
2411502,Santo Antônio,RN,capital de imediata,B
3115102,Cássia,MG,demais municipios,B
4112108,Jandaia do Sul,PR,demais municipios,B
2707107,Piranhas,AL,demais municipios,B
4203907,Capinzal,SC,demais municipios,B
4103602,Cambará,PR,demais municipios,B
2100956,Arame,MA,demais municipios,B
4105904,Colorado,PR,demais municipios,B
2902005,Aracatu,BA,demais municipios,B
2927606,Santa Brígida,BA,demais municipios,B
2929255,São Gabriel,BA,demais municipios,B
2913101,Ibititá,BA,demais municipios,B
5201306,Anicuns,GO,demais municipios,B
2407807,Monte Alegre,RN,demais municipios,B
1506351,Santa Bárbara do Pará,PA,demais municipios,B
3553807,Taquarituba,SP,demais municipios,B
3535606,Paraibuna,SP,demais municipios,B
1504604,Mocajuba,PA,demais municipios,B
2304350,Forquilha,CE,demais municipios,B
2501302,Aroeiras,PB,demais municipios,B
4301305,Arroio Grande,RS,demais municipios,B
4310009,Ibirubá,RS,demais municipios,B
4206306,Guabiruba,SC,demais municipios,B
3500501,Águas de Lindóia,SP,demais municipios,B
2919926,Madre de Deus,BA,demais municipios,B
2801009,Campo do Brito,SE,demais municipios,B
5106372,Pedra Preta,MT,demais municipios,B
2905305,Cafarnaum,BA,demais municipios,B
2306603,Itatira,CE,demais municipios,B
5108600,Vila Rica,MT,demais municipios,B
4121208,Quitandinha,PR,demais municipios,B
2604601,Condado,PE,demais municipios,B
2903607,Biritinga,BA,demais municipios,B
2500403,Alagoa Nova,PB,demais municipios,B
2313005,Solonópole,CE,demais municipios,B
4116208,Morretes,PR,demais municipios,B
2101509,Barão de Grajaú,MA,demais municipios,B
2930303,Serra Dourada,BA,demais municipios,B
5217708,Pontalina,GO,demais municipios,B
2607703,Itapetim,PE,demais municipios,B
5204409,Caiapônia,GO,demais municipios,B
2600906,Amaraji,PE,demais municipios,B
4100509,Altônia,PR,demais municipios,B
2926509,Ribeira do Amparo,BA,demais municipios,B
2609006,Macaparana,PE,demais municipios,B
3510302,Capela do Alto,SP,demais municipios,B
3203346,Marechal Floriano,ES,demais municipios,B
2105427,Itinga do Maranhão,MA,demais municipios,B
2925600,Presidente Dutra,BA,demais municipios,B
2906824,Canudos,BA,demais municipios,B
1506583,Santa Maria das Barreiras,PA,demais municipios,B
5002100,Bela Vista,MS,demais municipios,B
5103304,Comodoro,MT,demais municipios,B
3204054,Pedro Canário,ES,demais municipios,B
4105409,Chopinzinho,PR,demais municipios,B
3508108,Buritama,SP,demais municipios,B
3204005,Pancas,ES,demais municipios,B
2603801,Capoeiras,PE,demais municipios,B
3104502,Arinos,MG,demais municipios,B
5003801,Fátima do Sul,MS,demais municipios,B
2106904,Monção,MA,demais municipios,B
3161007,São Domingos do Prata,MG,demais municipios,B
2909208,Coronel João Sá,BA,demais municipios,B
2922052,Mulungu do Morro,BA,demais municipios,B
2112100,Timbiras,MA,demais municipios,B
2932804,Utinga,BA,demais municipios,B
2932200,Ubaitaba,BA,demais municipios,B
3305406,Sapucaia,RJ,demais municipios,B
4127601,Tijucas do Sul,PR,demais municipios,B
2915502,Itajuípe,BA,demais municipios,B
2707305,Porto Calvo,AL,capital de imediata,B
3502754,Araçariguama,SP,demais municipios,B
2913002,Ibitiara,BA,demais municipios,B
2404200,Goianinha,RN,demais municipios,B
1507904,Soure,PA,demais municipios,B
2100709,Anajatuba,MA,demais municipios,B
3301108,Cantagalo,RJ,demais municipios,B
4319000,São Marcos,RS,demais municipios,B
4320107,Sarandi,RS,demais municipios,B
2302008,Barro,CE,demais municipios,B
2305209,Hidrolândia,CE,demais municipios,B
2402303,Caraúbas,RN,demais municipios,B
5210901,Itapaci,GO,demais municipios,B
5218904,Rubiataba,GO,demais municipios,B
5105507,Vila Bela da Santíssima Trindade,MT,demais municipios,B
5200134,Acreúna,GO,demais municipios,B
4310801,Ivoti,RS,demais municipios,C
3145109,Nova Resende,MG,demais municipios,C
1200708,Xapuri,AC,demais municipios,C
2931053,Tanque Novo,BA,demais municipios,C
5004502,Itaporã,MS,demais municipios,C
2918506,Jussara,BA,demais municipios,C
1301159,Careiro da Várzea,AM,demais municipios,C
2908200,Conceição da Feira,BA,demais municipios,C
2908002,Coaraci,BA,demais municipios,C
3139201,Malacacheta,MG,demais municipios,C
2900405,Água Fria,BA,demais municipios,C
4212254,Passo de Torres,SC,demais municipios,C
3508702,Caconde,SP,demais municipios,C
2613305,São Joaquim do Monte,PE,demais municipios,C
2514503,São José de Piranhas,PB,demais municipios,C
3511409,Cerqueira César,SP,demais municipios,C
2930402,Serra Preta,BA,demais municipios,C
2903003,Barra do Mendes,BA,demais municipios,C
3108305,Borda da Mata,MG,demais municipios,C
2414209,Tibau do Sul,RN,demais municipios,C
2929602,Sapeaçu,BA,demais municipios,C
3553302,Tambaú,SP,demais municipios,C
3104908,Baependi,MG,demais municipios,C
3148707,Pedra Azul,MG,capital de imediata,C
2903235,Barro Alto,BA,demais municipios,C
2608008,Jataúba,PE,demais municipios,C
2509107,Mari,PB,demais municipios,C
5107107,São José dos Quatro Marcos,MT,demais municipios,C
3301504,Cordeiro,RJ,demais municipios,C
2607000,Inajá,PE,demais municipios,C
3304409,Rio Claro,RJ,demais municipios,C
2921401,Mirangaba,BA,demais municipios,C
3100906,Águas Formosas,MG,capital de imediata,C
2303956,Chorozinho,CE,demais municipios,C
2311702,Reriutaba,CE,demais municipios,C
3154309,Resplendor,MG,demais municipios,C
1100064,Colorado do Oeste,RO,demais municipios,C
4106803,Cruz Machado,PR,demais municipios,C
3548005,Santo Antônio de Posse,SP,demais municipios,C
2110039,Santa Luzia do Paruá,MA,demais municipios,C
4101200,Antonina,PR,demais municipios,C
1507151,São Domingos do Araguaia,PA,demais municipios,C
2705507,Murici,AL,demais municipios,C
4104501,Capanema,PR,demais municipios,C
3538907,Pirajuí,SP,demais municipios,C
4312500,Mostardas,RS,demais municipios,C
3101904,Alpinópolis,MG,demais municipios,C
2917102,Itororó,BA,demais municipios,C
2903508,Belo Campo,BA,demais municipios,C
2904753,Buritirama,BA,demais municipios,C
4124053,Santa Terezinha de Itaipu,PR,demais municipios,C
3110301,Caldas,MG,demais municipios,C
4104659,Carambeí,PR,demais municipios,C
2516300,Sumé,PB,capital de imediata,C
4120804,Quatro Barras,PR,demais municipios,C
4127502,Tibagi,PR,demais municipios,C
3535309,Palmital,SP,demais municipios,C
2609154,Manari,PE,demais municipios,C
2112233,Trizidela do Vale,MA,demais municipios,C
2607752,Itapissuma,PE,demais municipios,C
4124400,Santo Antônio do Sudoeste,PR,demais municipios,C
3114501,Carmópolis de Minas,MG,demais municipios,C
2931202,Taperoá,BA,demais municipios,C
3526100,Juquiá,SP,demais municipios,C
1600402,Mazagão,AP,demais municipios,C
2100436,Alto Alegre do Maranhão,MA,demais municipios,C
5107800,Santo Antônio de Leverger,MT,conurbado com uf,C
2912509,Ibipitanga,BA,demais municipios,C
2604908,Cumaru,PE,demais municipios,C
3204500,Santa Leopoldina,ES,demais municipios,C
2927309,Salinas da Margarida,BA,demais municipios,C
2304954,Guaiúba,CE,demais municipios,C
2202000,Buriti dos Lopes,PI,demais municipios,C
3544251,Rosana,SP,demais municipios,C
2106706,Mirador,MA,demais municipios,C
2500700,São João do Rio do Peixe,PB,demais municipios,C
1400209,Caracaraí,RR,capital de imediata,C
3133303,Itaobim,MG,demais municipios,C
1502772,Curionópolis,PA,demais municipios,C
2304236,Croatá,CE,demais municipios,C
2102309,Buriti Bravo,MA,demais municipios,C
1506161,Rio Maria,PA,demais municipios,C
4219002,Urussanga,SC,demais municipios,C
2103802,Dom Pedro,MA,demais municipios,C
2709103,Taquarana,AL,demais municipios,C
2504405,Conceição,PB,demais municipios,C
3538204,Pinhalzinho,SP,demais municipios,C
2910859,Filadélfia,BA,demais municipios,C
1708205,Formoso do Araguaia,TO,demais municipios,C
4212205,Papanduva,SC,demais municipios,C
2917409,Jacaraci,BA,demais municipios,C
2303303,Cariús,CE,demais municipios,C
3150802,Piranga,MG,demais municipios,C
2309508,Orós,CE,demais municipios,C
2705101,Matriz de Camaragibe,AL,demais municipios,C
3529708,Miguelópolis,SP,demais municipios,C
1507474,São João de Pirabas,PA,demais municipios,C
2702553,Estrela de Alagoas,AL,demais municipios,C
3540002,Pompéia,SP,demais municipios,C
2500601,Alhandra,PB,demais municipios,C
4121406,Realeza,PR,demais municipios,C
3304102,Porciúncula,RJ,demais municipios,C
4311205,Júlio de Castilhos,RS,demais municipios,C
2926806,Rio do Antônio,BA,demais municipios,C
4128500,Wenceslau Braz,PR,demais municipios,C
5209200,Guapó,GO,demais municipios,C
2901908,Aporá,BA,demais municipios,C
3508009,Buri,SP,demais municipios,C
2105104,Icatu,MA,demais municipios,C
2308609,Monsenhor Tabosa,CE,demais municipios,C
3155801,Rio Pomba,MG,demais municipios,C
2916807,Itarantim,BA,demais municipios,C
1507706,São Sebastião da Boa Vista,PA,demais municipios,C
3128105,Guapé,MG,demais municipios,C
2406106,Jucurutu,RN,demais municipios,C
4217808,Taió,SC,demais municipios,C
3105905,Barroso,MG,demais municipios,C
1503101,Gurupá,PA,demais municipios,C
4212908,Pinhalzinho,SC,demais municipios,C
2601607,Belém do São Francisco,PE,demais municipios,C
2924058,Pé de Serra,BA,demais municipios,C
2303105,Cariré,CE,demais municipios,C
4316600,Sananduva,RS,demais municipios,C
4203956,Capivari de Baixo,SC,demais municipios,C
2803609,Laranjeiras,SE,demais municipios,C
1101492,São Francisco do Guaporé,RO,demais municipios,C
4105201,Cerro Azul,PR,demais municipios,C
3505807,Bastos,SP,demais municipios,C
1504950,Nova Esperança do Piriá,PA,demais municipios,C
3203502,Montanha,ES,demais municipios,C
3127800,Grão Mogol,MG,demais municipios,C
3520004,Igaraçu do Tietê,SP,demais municipios,C
5206404,Crixás,GO,demais municipios,C
1200252,Epitaciolândia,AC,demais municipios,C
2611507,Quipapá,PE,demais municipios,C
3107802,Bom Jesus do Galho,MG,demais municipios,C
2106508,Matinha,MA,demais municipios,C
3542404,Regente Feijó,SP,demais municipios,C
2304301,Farias Brito,CE,demais municipios,C
2924504,Pindaí,BA,demais municipios,C
2104552,Governador Edison Lobão,MA,demais municipios,C
2900355,Adustina,BA,demais municipios,C
2901155,América Dourada,BA,demais municipios,C
1506559,Santa Luzia do Pará,PA,demais municipios,C
2703205,Igreja Nova,AL,demais municipios,C
4101002,Ampére,PR,demais municipios,C
5106109,Nossa Senhora do Livramento,MT,demais municipios,C
3139300,Manga,MG,demais municipios,C
2200509,Amarante,PI,capital de imediata,C
2311959,Salitre,CE,demais municipios,C
2920403,Manoel Vitorino,BA,demais municipios,C
2501005,Araruna,PB,demais municipios,C
2508604,Lucena,PB,demais municipios,C
3546702,Santa Gertrudes,SP,demais municipios,C
3128303,Guaranésia,MG,demais municipios,C
5005681,Mundo Novo,MS,demais municipios,C
3304110,Porto Real,RJ,demais municipios,C
2930600,Serrolândia,BA,demais municipios,C
2104677,Governador Nunes Freire,MA,capital de imediata,C
2612406,Sanharó,PE,demais municipios,C
2932457,Umburanas,BA,demais municipios,C
2805802,Riachão do Dantas,SE,demais municipios,C
2707503,Porto Real do Colégio,AL,demais municipios,C
3530201,Mirante do Paranapanema,SP,demais municipios,C
2930766,Sítio do Quinto,BA,demais municipios,C
4309605,Horizontina,RS,demais municipios,C
3149804,Perdizes,MG,demais municipios,C
2503506,Cacimba de Dentro,PB,demais municipios,C
2311355,Quixelô,CE,demais municipios,C
2606507,Iati,PE,demais municipios,C
3543006,Ribeirão Branco,SP,demais municipios,C
1713205,Miracema do Tocantins,TO,capital de imediata,C
3140902,Matipó,MG,demais municipios,C
2701605,Canapi,AL,demais municipios,C
1500958,Aurora do Pará,PA,demais municipios,C
3517505,Guapiaçu,SP,demais municipios,C
2310803,Pereiro,CE,demais municipios,C
2900207,Abaré,BA,demais municipios,C
2909109,Coribe,BA,demais municipios,C
3533007,Nova Granada,SP,demais municipios,C
4302709,Butiá,RS,demais municipios,C
1100940,Cujubim,RO,demais municipios,C
2406502,Lagoa Nova,RN,demais municipios,C
3526001,Junqueirópolis,SP,demais municipios,C
4308904,Getúlio Vargas,RS,demais municipios,C
2605806,Frei Miguelinho,PE,demais municipios,C
4101101,Andirá,PR,demais municipios,C
2906600,Candiba,BA,demais municipios,C
4206702,Herval d'Oeste,SC,demais municipios,C
4104709,Carlópolis,PR,demais municipios,C
3521705,Itaberá,SP,demais municipios,C
3102001,Alterosa,MG,demais municipios,C
3108008,Bom Sucesso,MG,demais municipios,C
1400175,Cantá,RR,demais municipios,C
2101905,Bequimão,MA,demais municipios,C
2907905,Cipó,BA,demais municipios,C
4214003,Presidente Getúlio,SC,demais municipios,C
2312106,Santana do Cariri,CE,demais municipios,C
2608503,Lagoa de Itaenga,PE,demais municipios,C
3556305,Valparaíso,SP,demais municipios,C
2933158,Várzea Nova,BA,demais municipios,C
1300144,Apuí,AM,demais municipios,C
5204904,Campos Belos,GO,capital de imediata,C
3522802,Itaporanga,SP,demais municipios,C
2922706,Nova Canaã,BA,demais municipios,C
2102903,Carutapera,MA,demais municipios,C
2615706,Triunfo,PE,demais municipios,C
4127403,Terra Roxa,PR,demais municipios,C
2303402,Carnaubal,CE,demais municipios,C
2701001,Boca da Mata,AL,demais municipios,C
4319406,São Pedro do Sul,RS,demais municipios,C
4313060,Nova Hartz,RS,demais municipios,C
3302809,Mendes,RJ,demais municipios,C
3155504,Rio Paranaíba,MG,demais municipios,C
4306502,Dom Feliciano,RS,demais municipios,C
2100204,Alcântara,MA,demais municipios,C
5105606,Matupá,MT,demais municipios,C
4106209,Contenda,PR,demais municipios,C
3300902,Cambuci,RJ,demais municipios,C
3517604,Guapiara,SP,demais municipios,C
2903276,Barrocas,BA,demais municipios,C
5214838,Nova Crixás,GO,demais municipios,C
2512002,Pocinhos,PB,demais municipios,C
2108009,Pastos Bons,MA,demais municipios,C
3549953,São Lourenço da Serra,SP,demais municipios,C
1721208,Tocantinópolis,TO,capital de imediata,C
3112000,Candeias,MG,demais municipios,C
3521408,Iracemápolis,SP,demais municipios,C
4315503,Restinga Sêca,RS,demais municipios,C
3547700,Santo Anastácio,SP,demais municipios,C
3536208,Pariquera-Açu,SP,demais municipios,C
1200336,Mâncio Lima,AC,demais municipios,C
4321105,Tapes,RS,demais municipios,C
2503001,Caaporã,PB,demais municipios,C
4206900,Ibirama,SC,capital de imediata,C
3120805,Cruzília,MG,demais municipios,C
3143005,Monte Belo,MG,demais municipios,C
3523305,Itariri,SP,demais municipios,C
2904852,Cabaceiras do Paraguaçu,BA,demais municipios,C
5107701,Rosário Oeste,MT,demais municipios,C
4217501,Seara,SC,demais municipios,C
3301207,Carmo,RJ,demais municipios,C
2313807,Uruburetama,CE,demais municipios,C
2708907,Satuba,AL,conurbado com uf,C
2700102,Água Branca,AL,demais municipios,C
2909406,Cotegipe,BA,demais municipios,C
2512705,Remígio,PB,demais municipios,C
2603504,Camocim de São Félix,PE,demais municipios,C
2907608,Central,BA,demais municipios,C
3540804,Potirendaba,SP,demais municipios,C
3162807,São João Evangelista,MG,demais municipios,C
1600535,Porto Grande,AP,capital de imediata,C
4309001,Giruá,RS,demais municipios,C
2608404,Jurema,PE,demais municipios,C
5220405,São Simão,GO,demais municipios,C
2108702,Pio XII,MA,demais municipios,C
4300109,Agudo,RS,demais municipios,C
4200705,Alfredo Wagner,SC,demais municipios,C
3100302,Abre Campo,MG,demais municipios,C
1200385,Plácido de Castro,AC,demais municipios,C
2104099,Formosa da Serra Negra,MA,demais municipios,C
3148608,Peçanha,MG,demais municipios,C
3146305,Padre Paraíso,MG,demais municipios,C
3512308,Conchas,SP,demais municipios,C
2100303,Aldeias Altas,MA,demais municipios,C
2311108,Porteiras,CE,demais municipios,C
3305703,Sumidouro,RJ,demais municipios,C
2313351,Tejuçuoca,CE,demais municipios,C
5106158,Nova Bandeirantes,MT,demais municipios,C
3515152,Engenheiro Coelho,SP,demais municipios,C
3200300,Alfredo Chaves,ES,demais municipios,C
2920205,Malhada,BA,demais municipios,C
2110104,Santa Quitéria do Maranhão,MA,demais municipios,C
5200050,Abadia de Goiás,GO,conurbado com uf,C
1302553,Manaquiri,AM,demais municipios,C
3524600,Jacupiranga,SP,demais municipios,C
1200807,Porto Acre,AC,demais municipios,C
2506806,Ingá,PB,demais municipios,C
2933059,Várzea da Roça,BA,demais municipios,C
3140506,Martinho Campos,MG,demais municipios,C
2502508,Boqueirão,PB,demais municipios,C
3511607,Cesário Lange,SP,demais municipios,C
4212106,Palmitos,SC,demais municipios,C
3531506,Monte Azul Paulista,SP,demais municipios,C
4114401,Mangueirinha,PR,demais municipios,C
4317905,Santo Cristo,RS,demais municipios,C
4126504,Sertanópolis,PR,demais municipios,C
3108404,Botelhos,MG,demais municipios,C
2706802,Piaçabuçu,AL,demais municipios,C
5101902,Brasnorte,MT,demais municipios,C
2204709,Inhuma,PI,demais municipios,C
4205803,Garuva,SC,demais municipios,C
4312658,Não-Me-Toque,RS,demais municipios,C
3507407,Borborema,SP,demais municipios,C
2918209,Jiquiriçá,BA,demais municipios,C
2516607,Tavares,PB,demais municipios,C
3108909,Brazópolis,MG,demais municipios,C
5100300,Alto Araguaia,MT,demais municipios,C
3133709,Itatiaiuçu,MG,demais municipios,C
2919702,Macarani,BA,demais municipios,C
3132206,Itaguara,MG,demais municipios,C
2304459,Fortim,CE,demais municipios,C
2608453,Lagoa do Carro,PE,demais municipios,C
3545001,Salesópolis,SP,demais municipios,C
1503754,Jacareacanga,PA,demais municipios,C
2926103,Retirolândia,BA,demais municipios,C
2208809,Regeneração,PI,demais municipios,C
2708303,São José da Laje,AL,demais municipios,C
2904001,Boninal,BA,demais municipios,C
2932606,Urandi,BA,demais municipios,C
3123908,Entre Rios de Minas,MG,demais municipios,C
4104402,Cândido de Abreu,PR,demais municipios,C
2912301,Ibicuí,BA,demais municipios,C
3517703,Guará,SP,demais municipios,C
3515400,Fartura,SP,demais municipios,C
2908309,Conceição do Almeida,BA,demais municipios,C
1500701,Anajás,PA,demais municipios,C
3303104,Natividade,RJ,demais municipios,C
3521903,Itajobi,SP,demais municipios,C
2108108,Paulo Ramos,MA,demais municipios,C
2310902,Piquet Carneiro,CE,demais municipios,C
4126306,Sengés,PR,demais municipios,C
2911402,Glória,BA,demais municipios,C
2916856,Itatim,BA,demais municipios,C
2915007,Itaeté,BA,demais municipios,C
2107902,Passagem Franca,MA,demais municipios,C
2932408,Uibaí,BA,demais municipios,C
2107704,Paraibano,MA,demais municipios,C
2611903,Rio Formoso,PE,demais municipios,C
2704104,Lagoa da Canoa,AL,demais municipios,C
2112456,Turilândia,MA,demais municipios,C
4102901,Bituruna,PR,demais municipios,C
2608701,Lagoa dos Gatos,PE,demais municipios,C
2313955,Varjota,CE,demais municipios,C
2516508,Taperoá,PB,demais municipios,C
2704401,Major Isidoro,AL,demais municipios,C
2612455,Santa Cruz,PE,demais municipios,C
2915205,Itagibá,BA,demais municipios,C
3133006,Itamonte,MG,demais municipios,C
2922607,Nilo Peçanha,BA,demais municipios,C
2507101,Itapororoca,PB,demais municipios,C
5201702,Aragarças,GO,demais municipios,C
2203305,Demerval Lobão,PI,conurbado com uf,C
3169000,Tocantins,MG,demais municipios,C
2111706,São Vicente Ferrer,MA,demais municipios,C
2801702,Cristinápolis,SE,demais municipios,C
2804409,Neópolis,SE,demais municipios,C
3204302,Presidente Kennedy,ES,demais municipios,C
1501451,Belterra,PA,demais municipios,C
3527405,Lucélia,SP,demais municipios,C
2913457,Igrapiúna,BA,demais municipios,C
4109302,Guaraniaçu,PR,demais municipios,C
2932309,Ubatã,BA,demais municipios,C
2500809,Araçagi,PB,demais municipios,C
2608305,Jupi,PE,demais municipios,C
