ANO;UF;Codmun7;Município;IDHM;IDHM_E;IDHM_L;IDHM_R
2010;31;3129509;Ibiá;0,718;0,573;0,877;0,736
2010;31;3129608;Ibiaí;0,614;0,516;0,795;0,565
2010;31;3129657;Ibiracatu;0,591;0,489;0,786;0,537
2010;31;3129707;Ibiraci;0,706;0,591;0,855;0,696
2010;31;3129806;Ibirité;0,704;0,616;0,840;0,673
2010;31;3129905;Ibitiúra de Minas;0,674;0,579;0,802;0,658
2010;31;3130002;Ibituruna;0,675;0,584;0,823;0,639
2010;31;3130051;Icaraí de Minas;0,624;0,533;0,799;0,570
2010;31;3130101;Igarapé;0,698;0,588;0,844;0,686
2010;31;3130200;Igaratinga;0,651;0,481;0,842;0,682
2010;31;3130309;Iguatama;0,707;0,616;0,825;0,695
2010;31;3130408;Ijaci;0,714;0,654;0,840;0,663
2010;31;3130507;Ilicínea;0,680;0,571;0,827;0,665
2010;31;3130556;Imbé de Minas;0,553;0,397;0,744;0,572
2010;31;3130606;Inconfidentes;0,692;0,572;0,843;0,688
2010;31;3130655;Indaiabira;0,610;0,490;0,804;0,575
2010;31;3130705;Indianópolis;0,674;0,554;0,834;0,664
2010;31;3130804;Ingaí;0,697;0,569;0,858;0,694
2010;31;3130903;Inhapim;0,658;0,535;0,829;0,642
2010;31;3131000;Inhaúma;0,702;0,624;0,845;0,657
2010;31;3131109;Inimutaba;0,664;0,579;0,810;0,625
2010;31;3131158;Ipaba;0,665;0,562;0,829;0,630
2010;31;3131208;Ipanema;0,693;0,586;0,848;0,670
2010;31;3131307;Ipatinga;0,771;0,705;0,864;0,752
2010;31;3131406;Ipiaçu;0,696;0,610;0,814;0,680
2010;31;3131505;Ipuiúna;0,686;0,516;0,866;0,723
2010;31;3131604;Iraí de Minas;0,695;0,563;0,847;0,705
2010;31;3131703;Itabira;0,756;0,678;0,873;0,729
2010;31;3131802;Itabirinha;0,653;0,531;0,838;0,625
2010;31;3131901;Itabirito;0,730;0,638;0,828;0,737
2010;31;3132008;Itacambira;0,628;0,550;0,791;0,570
2010;31;3132107;Itacarambi;0,641;0,564;0,787;0,593
2010;31;3132206;Itaguara;0,691;0,567;0,836;0,697
2010;31;3132305;Itaipé;0,552;0,388;0,759;0,570
2010;31;3132404;Itajubá;0,787;0,718;0,884;0,767
2010;31;3132503;Itamarandiba;0,646;0,547;0,798;0,618
2010;31;3132602;Itamarati de Minas;0,688;0,572;0,841;0,677
2010;31;3132701;Itambacuri;0,634;0,527;0,784;0,616
2010;31;3132800;Itambé do Mato Dentro;0,634;0,513;0,823;0,605
2010;31;3132909;Itamogi;0,674;0,568;0,810;0,665
2010;31;3133006;Itamonte;0,705;0,591;0,853;0,695
2010;31;3133105;Itanhandu;0,739;0,643;0,871;0,720
2010;31;3133204;Itanhomi;0,650;0,503;0,831;0,656
2010;31;3133303;Itaobim;0,629;0,516;0,787;0,613
2010;31;3133402;Itapagipe;0,723;0,603;0,861;0,728
2010;31;3133501;Itapecerica;0,713;0,618;0,846;0,692
2010;31;3133600;Itapeva;0,720;0,607;0,878;0,699
2010;31;3133709;Itatiaiuçu;0,677;0,563;0,833;0,661
2010;31;3133758;Itaú de Minas;0,776;0,711;0,862;0,761
2010;31;3133808;Itaúna;0,758;0,685;0,850;0,749
2010;31;3133907;Itaverava;0,627;0,496;0,811;0,613
2010;31;3134004;Itinga;0,600;0,484;0,797;0,559
2010;31;3134103;Itueta;0,635;0,485;0,825;0,640
2010;31;3134202;Ituiutaba;0,739;0,644;0,840;0,745
2010;31;3134301;Itumirim;0,726;0,675;0,840;0,675
2010;31;3134400;Iturama;0,747;0,674;0,848;0,730
2010;31;3134509;Itutinga;0,727;0,622;0,878;0,703
2010;31;3134608;Jaboticatubas;0,681;0,543;0,837;0,694
2010;31;3134707;Jacinto;0,620;0,496;0,807;0,595
2010;31;3134806;Jacuí;0,668;0,540;0,810;0,682
2010;31;3134905;Jacutinga;0,715;0,586;0,864;0,722
2010;31;3135001;Jaguaraçu;0,679;0,548;0,856;0,667
2010;31;3135050;Jaíba;0,638;0,531;0,789;0,619
2010;31;3135076;Jampruca;0,609;0,479;0,781;0,605
2010;31;3135100;Janaúba;0,696;0,649;0,796;0,654
2010;31;3135209;Januária;0,658;0,568;0,820;0,611
2010;31;3135308;Japaraíba;0,721;0,656;0,844;0,677
2010;31;3135357;Japonvar;0,608;0,514;0,786;0,556
2010;31;3135407;Jeceaba;0,661;0,544;0,844;0,629
2010;31;3135456;Jenipapo de Minas;0,624;0,520;0,793;0,588
2010;31;3135506;Jequeri;0,601;0,451;0,794;0,607
2010;31;3135605;Jequitaí;0,643;0,552;0,797;0,605
2010;31;3135704;Jequitibá;0,689;0,492;0,854;0,777
2010;31;3135803;Jequitinhonha;0,615;0,461;0,817;0,619
2010;31;3135902;Jesuânia;0,658;0,507;0,831;0,675
2010;31;3136009;Joaíma;0,587;0,448;0,789;0,572
2010;31;3136108;Joanésia;0,626;0,495;0,803;0,616
2010;31;3136207;João Monlevade;0,758;0,708;0,849;0,724
2010;31;3136306;João Pinheiro;0,697;0,630;0,788;0,683
2010;31;3136405;Joaquim Felício;0,637;0,489;0,824;0,642
2010;31;3136504;Jordânia;0,628;0,506;0,797;0,613
2010;31;3136520;José Gonçalves de Minas;0,632;0,553;0,764;0,597
2010;31;3136553;José Raydan;0,617;0,493;0,799;0,596
2010;31;3136579;Josenópolis;0,564;0,424;0,782;0,541
2010;31;3136603;Nova União;0,662;0,568;0,818;0,624
2010;31;3136652;Juatuba;0,717;0,649;0,849;0,670
2010;31;3136702;Juiz de Fora;0,778;0,711;0,844;0,784
2010;31;3136801;Juramento;0,669;0,617;0,808;0,601
2010;31;3136900;Juruaia;0,723;0,553;0,860;0,794
2010;31;3136959;Juvenília;0,592;0,501;0,776;0,535
2010;31;3137007;Ladainha;0,541;0,391;0,754;0,537
2010;31;3137106;Lagamar;0,718;0,637;0,839;0,692
2010;31;3137205;Lagoa da Prata;0,732;0,655;0,832;0,720
2010;31;3137304;Lagoa dos Patos;0,634;0,556;0,773;0,593
2010;31;3137403;Lagoa Dourada;0,676;0,554;0,828;0,672
2010;31;3137502;Lagoa Formosa;0,703;0,582;0,832;0,717
2010;31;3137536;Lagoa Grande;0,679;0,568;0,812;0,678
2010;31;3137601;Lagoa Santa;0,777;0,693;0,857;0,790
2010;31;3137700;Lajinha;0,661;0,541;0,810;0,659
2010;31;3137809;Lambari;0,711;0,596;0,871;0,693
2010;31;3137908;Lamim;0,655;0,546;0,828;0,623
2010;31;3138005;Laranjal;0,714;0,613;0,857;0,694
2010;31;3138104;Lassance;0,629;0,511;0,795;0,614
2010;31;3138203;Lavras;0,782;0,719;0,880;0,757
2010;31;3138302;Leandro Ferreira;0,710;0,579;0,875;0,707
2010;31;3138351;Leme do Prado;0,670;0,640;0,779;0,602
2010;31;3138401;Leopoldina;0,726;0,635;0,867;0,696
2010;31;3138500;Liberdade;0,672;0,537;0,834;0,679
2010;31;3138609;Lima Duarte;0,710;0,590;0,861;0,705
2010;31;3138625;Limeira do Oeste;0,710;0,620;0,834;0,693
2010;31;3138658;Lontra;0,646;0,577;0,794;0,589
2010;31;3138674;Luisburgo;0,608;0,455;0,809;0,610
2010;31;3138682;Luislândia;0,614;0,509;0,799;0,568
2010;31;3138708;Luminárias;0,678;0,578;0,821;0,656
2010;31;3138807;Luz;0,724;0,630;0,833;0,723
2010;31;3138906;Machacalis;0,640;0,552;0,783;0,607
2010;31;3139003;Machado;0,715;0,600;0,848;0,719
2010;31;3139102;Madre de Deus de Minas;0,699;0,598;0,856;0,667
2010;31;3139201;Malacacheta;0,618;0,505;0,768;0,609
2010;31;3139250;Mamonas;0,618;0,537;0,779;0,565
2010;31;3139300;Manga;0,642;0,530;0,799;0,624
2010;31;3139409;Manhuaçu;0,689;0,563;0,839;0,692
2010;31;3139508;Manhumirim;0,697;0,589;0,846;0,679
2010;31;3139607;Mantena;0,675;0,575;0,803;0,666
2010;31;3139706;Maravilhas;0,672;0,558;0,845;0,645
2010;31;3139805;Mar de Espanha;0,684;0,558;0,825;0,694
2010;31;3139904;Maria da Fé;0,702;0,637;0,842;0,646
2010;31;3140001;Mariana;0,742;0,664;0,874;0,705
2010;31;3140100;Marilac;0,615;0,488;0,781;0,609
2010;31;3140159;Mário Campos;0,699;0,604;0,833;0,680
2010;31;3140209;Maripá de Minas;0,680;0,555;0,847;0,668
2010;31;3140308;Marliéria;0,657;0,537;0,838;0,629
2010;31;3140407;Marmelópolis;0,650;0,553;0,806;0,615
2010;31;3140506;Martinho Campos;0,669;0,515;0,844;0,688
2010;31;3140530;Martins Soares;0,635;0,512;0,809;0,619
2010;31;3140555;Mata Verde;0,581;0,450;0,749;0,581
2010;31;3140605;Materlândia;0,597;0,497;0,769;0,557
2010;31;3140704;Mateus Leme;0,704;0,604;0,839;0,688
2010;31;3140803;Matias Barbosa;0,720;0,616;0,862;0,703
2010;31;3140852;Matias Cardoso;0,616;0,501;0,799;0,584
2010;31;3140902;Matipó;0,631;0,511;0,780;0,630
2010;31;3141009;Mato Verde;0,662;0,610;0,789;0,604
2010;31;3141108;Matozinhos;0,731;0,654;0,864;0,690
2010;31;3141207;Matutina;0,707;0,552;0,859;0,744
2010;31;3141306;Medeiros;0,711;0,584;0,851;0,722
2010;31;3141405;Medina;0,624;0,475;0,821;0,624
2010;31;3141504;Mendes Pimentel;0,626;0,518;0,768;0,617
2010;31;3141603;Mercês;0,664;0,515;0,831;0,683
2010;31;3141702;Mesquita;0,656;0,555;0,796;0,638
2010;31;3141801;Minas Novas;0,633;0,528;0,802;0,600
2010;31;3141900;Minduri;0,658;0,560;0,805;0,631
2010;31;3142007;Mirabela;0,665;0,622;0,794;0,596
2010;31;3142106;Miradouro;0,663;0,546;0,827;0,645
2010;31;3142205;Miraí;0,680;0,567;0,837;0,663
2010;31;3142254;Miravânia;0,593;0,492;0,781;0,544
2010;31;3142304;Moeda;0,638;0,494;0,800;0,657
2010;31;3142403;Moema;0,721;0,629;0,848;0,703
2010;31;3142502;Monjolos;0,650;0,548;0,819;0,612
2010;31;3142601;Monsenhor Paulo;0,721;0,654;0,839;0,682
2010;31;3142700;Montalvânia;0,613;0,492;0,799;0,586
2010;31;3142809;Monte Alegre de Minas;0,674;0,516;0,848;0,699
2010;31;3142908;Monte Azul;0,659;0,578;0,811;0,611
2010;31;3143005;Monte Belo;0,688;0,567;0,847;0,677
2010;31;3143104;Monte Carmelo;0,728;0,620;0,868;0,716
2010;31;3143153;Monte Formoso;0,541;0,396;0,765;0,523
2010;31;3143203;Monte Santo de Minas;0,710;0,595;0,874;0,689
2010;31;3143302;Montes Claros;0,770;0,744;0,868;0,707
2010;31;3143401;Monte Sião;0,724;0,590;0,878;0,732
2010;31;3143450;Montezuma;0,587;0,425;0,809;0,587
2010;31;3143500;Morada Nova de Minas;0,696;0,590;0,830;0,688
2010;31;3143609;Morro da Garça;0,648;0,538;0,816;0,619
2010;31;3143708;Morro do Pilar;0,597;0,422;0,809;0,622
2010;31;3143807;Munhoz;0,647;0,520;0,821;0,634
2010;31;3143906;Muriaé;0,734;0,634;0,853;0,731
2010;31;3144003;Mutum;0,644;0,511;0,822;0,635
2010;31;3144102;Muzambinho;0,740;0,652;0,859;0,723
2010;31;3144201;Nacip Raydan;0,585;0,377;0,831;0,640
2010;31;3144300;Nanuque;0,701;0,609;0,850;0,666
2010;31;3144359;Naque;0,675;0,592;0,822;0,632
2010;31;3144375;Natalândia;0,671;0,557;0,846;0,641
2010;31;3144409;Natércia;0,693;0,612;0,805;0,677
2010;31;3144508;Nazareno;0,690;0,597;0,830;0,662
2010;31;3144607;Nepomuceno;0,667;0,549;0,822;0,658
2010;31;3144656;Ninheira;0,556;0,418;0,784;0,525
2010;31;3144672;Nova Belém;0,592;0,481;0,768;0,563
2010;31;3144706;Nova Era;0,709;0,639;0,825;0,675
2010;31;3144805;Nova Lima;0,813;0,704;0,885;0,864
2010;31;3144904;Nova Módica;0,630;0,527;0,779;0,610
2010;31;3145000;Nova Ponte;0,701;0,562;0,835;0,734
2010;31;3145059;Nova Porteirinha;0,641;0,556;0,811;0,584
2010;31;3145109;Nova Resende;0,671;0,525;0,839;0,687
2010;31;3145208;Nova Serrana;0,715;0,597;0,864;0,709
2010;31;3145307;Novo Cruzeiro;0,571;0,415;0,797;0,562
2010;31;3145356;Novo Oriente de Minas;0,555;0,400;0,754;0,568
2010;31;3145372;Novorizonte;0,616;0,500;0,804;0,582
2010;31;3145406;Olaria;0,636;0,490;0,823;0,638
2010;31;3145455;Olhos-d'Água;0,626;0,498;0,812;0,607
2010;31;3145505;Olímpio Noronha;0,674;0,577;0,809;0,656
2010;31;3145604;Oliveira;0,699;0,587;0,842;0,691
2010;31;3145703;Oliveira Fortes;0,635;0,523;0,794;0,616
2010;31;3145802;Onça de Pitangui;0,663;0,559;0,806;0,646
2010;31;3145851;Oratórios;0,637;0,500;0,824;0,627
2010;31;3145877;Orizânia;0,562;0,414;0,778;0,551
2010;31;3145901;Ouro Branco;0,764;0,680;0,872;0,753
2010;31;3146008;Ouro Fino;0,722;0,622;0,861;0,703
2010;31;3146107;Ouro Preto;0,741;0,677;0,834;0,721
2010;31;3146206;Ouro Verde de Minas;0,595;0,459;0,789;0,582
2010;31;3146255;Padre Carvalho;0,599;0,471;0,795;0,575
2010;31;3146305;Padre Paraíso;0,596;0,478;0,797;0,556
2010;31;3146404;Paineiras;0,669;0,526;0,824;0,691
2010;31;3146503;Pains;0,728;0,616;0,874;0,717
2010;31;3146552;Pai Pedro;0,590;0,520;0,760;0,520
2010;31;3146602;Paiva;0,720;0,672;0,845;0,657
2010;31;3146701;Palma;0,703;0,623;0,841;0,663
2010;31;3146750;Palmópolis;0,565;0,437;0,738;0,559
2010;31;3146909;Papagaios;0,666;0,545;0,833;0,650
2010;31;3147006;Paracatu;0,744;0,685;0,854;0,704
2010;31;3147105;Pará de Minas;0,725;0,628;0,848;0,715
2010;31;3147204;Paraguaçu;0,715;0,623;0,850;0,690
2010;31;3147303;Paraisópolis;0,729;0,657;0,852;0,692
2010;31;3147402;Paraopeba;0,694;0,625;0,793;0,674
2010;31;3147501;Passabém;0,642;0,533;0,787;0,631
2010;31;3147600;Passa Quatro;0,715;0,623;0,860;0,683
2010;31;3147709;Passa Tempo;0,687;0,594;0,808;0,676
2010;31;3147808;Passa-Vinte;0,648;0,507;0,809;0,662
2010;31;3147907;Passos;0,756;0,658;0,886;0,741
2010;31;3147956;Patis;0,614;0,534;0,787;0,550
2010;31;3148004;Patos de Minas;0,765;0,698;0,855;0,749
2010;31;3148103;Patrocínio;0,729;0,628;0,852;0,723
2010;31;3148202;Patrocínio do Muriaé;0,682;0,576;0,796;0,691
2010;31;3148301;Paula Cândido;0,637;0,497;0,823;0,632
2010;31;3148400;Paulistas;0,625;0,521;0,791;0,593
2010;31;3148509;Pavão;0,627;0,507;0,813;0,599
2010;31;3148608;Peçanha;0,627;0,497;0,787;0,630
2010;31;3148707;Pedra Azul;0,627;0,518;0,797;0,596
2010;31;3148756;Pedra Bonita;0,573;0,457;0,740;0,557
2010;31;3148806;Pedra do Anta;0,624;0,466;0,821;0,636
2010;31;3148905;Pedra do Indaiá;0,708;0,611;0,843;0,688
2010;31;3149002;Pedra Dourada;0,655;0,539;0,827;0,631
2010;31;3149101;Pedralva;0,675;0,563;0,807;0,677
2010;31;3149150;Pedras de Maria da Cruz;0,614;0,521;0,787;0,564
2010;31;3149200;Pedrinópolis;0,729;0,631;0,855;0,719
2010;31;3149309;Pedro Leopoldo;0,757;0,700;0,856;0,723
2010;31;3149408;Pedro Teixeira;0,637;0,555;0,794;0,587
2010;31;3149507;Pequeri;0,694;0,557;0,868;0,692
2010;31;3149606;Pequi;0,674;0,564;0,808;0,672
2010;31;3149705;Perdigão;0,703;0,579;0,843;0,711
2010;31;3149804;Perdizes;0,723;0,571;0,880;0,752
2010;31;3149903;Perdões;0,744;0,661;0,878;0,710
2010;31;3149952;Periquito;0,651;0,555;0,839;0,593
2010;31;3150000;Pescador;0,656;0,552;0,831;0,615
2010;31;3150109;Piau;0,629;0,467;0,824;0,647
2010;31;3150158;Piedade de Caratinga;0,612;0,477;0,773;0,621
2010;31;3150208;Piedade de Ponte Nova;0,639;0,528;0,802;0,616
2010;31;3150307;Piedade do Rio Grande;0,678;0,593;0,820;0,640
2010;31;3150406;Piedade dos Gerais;0,626;0,453;0,840;0,645
2010;31;3150505;Pimenta;0,686;0,556;0,832;0,697
2010;31;3150539;Pingo-d'Água;0,619;0,529;0,744;0,603
2010;31;3150570;Pintópolis;0,594;0,469;0,799;0,560
2010;31;3150604;Piracema;0,646;0,515;0,809;0,646
2010;31;3150703;Pirajuba;0,723;0,588;0,858;0,748
2010;31;3150802;Piranga;0,600;0,461;0,799;0,585
2010;31;3150901;Piranguçu;0,685;0,599;0,806;0,666
2010;31;3151008;Piranguinho;0,717;0,651;0,841;0,672
2010;31;3151107;Pirapetinga;0,709;0,624;0,841;0,680
2010;31;3151206;Pirapora;0,731;0,680;0,828;0,693
2010;31;3151305;Piraúba;0,684;0,564;0,843;0,673
2010;31;3151404;Pitangui;0,725;0,617;0,870;0,711
2010;31;3151503;Piumhi;0,737;0,625;0,878;0,729
2010;31;3151602;Planura;0,712;0,597;0,852;0,711
2010;31;3151701;Poço Fundo;0,691;0,541;0,866;0,705
2010;31;3151800;Poços de Caldas;0,779;0,706;0,872;0,768
2010;31;3151909;Pocrane;0,626;0,500;0,799;0,614
2010;31;3152006;Pompéu;0,689;0,564;0,834;0,694
2010;31;3152105;Ponte Nova;0,717;0,608;0,848;0,714
2010;31;3152131;Ponto Chique;0,606;0,493;0,797;0,565
2010;31;3152170;Ponto dos Volantes;0,595;0,478;0,781;0,564
2010;31;3152204;Porteirinha;0,651;0,585;0,796;0,593
2010;31;3152303;Porto Firme;0,634;0,516;0,804;0,615
2010;31;3152402;Poté;0,624;0,515;0,809;0,584
2010;31;3152501;Pouso Alegre;0,774;0,704;0,872;0,755
2010;31;3152600;Pouso Alto;0,710;0,573;0,847;0,736
2010;31;3152709;Prados;0,689;0,574;0,865;0,660
2010;31;3152808;Prata;0,695;0,536;0,852;0,736
2010;31;3152907;Pratápolis;0,729;0,639;0,862;0,703
2010;31;3153004;Pratinha;0,721;0,607;0,871;0,710
2010;31;3153103;Presidente Bernardes;0,632;0,521;0,804;0,603
2010;31;3153202;Presidente Juscelino;0,614;0,483;0,796;0,603
2010;31;3153301;Presidente Kubitschek;0,595;0,468;0,787;0,573
2010;31;3153400;Presidente Olegário;0,701;0,611;0,831;0,679
2010;31;3153509;Alto Jequitibá;0,660;0,554;0,787;0,660
2010;31;3153608;Prudente de Morais;0,690;0,629;0,795;0,658
2010;31;3153707;Quartel Geral;0,683;0,557;0,846;0,677
2010;31;3153806;Queluzito;0,682;0,575;0,823;0,669
2010;31;3153905;Raposos;0,730;0,661;0,832;0,706
2010;31;3154002;Raul Soares;0,655;0,520;0,823;0,658
2010;31;3154101;Recreio;0,692;0,589;0,841;0,668
2010;31;3154150;Reduto;0,629;0,480;0,801;0,647
2010;31;3154200;Resende Costa;0,685;0,568;0,823;0,689
2010;31;3154309;Resplendor;0,670;0,543;0,833;0,666
2010;31;3154408;Ressaquinha;0,683;0,599;0,834;0,638
2010;31;3154457;Riachinho;0,632;0,551;0,795;0,577
2010;31;3154507;Riacho dos Machados;0,627;0,547;0,808;0,557
2010;31;3154606;Ribeirão das Neves;0,684;0,591;0,822;0,658
2010;31;3154705;Ribeirão Vermelho;0,737;0,675;0,850;0,699
2010;31;3154804;Rio Acima;0,673;0,508;0,870;0,689
2010;31;3154903;Rio Casca;0,650;0,519;0,813;0,651
2010;31;3155009;Rio Doce;0,664;0,567;0,801;0,644
2010;31;3155108;Rio do Prado;0,605;0,479;0,807;0,573
2010;31;3155207;Rio Espera;0,602;0,474;0,801;0,575
2010;31;3155306;Rio Manso;0,648;0,501;0,802;0,676
2010;31;3155405;Rio Novo;0,707;0,631;0,835;0,671
2010;31;3155504;Rio Paranaíba;0,709;0,575;0,855;0,725
2010;31;3155603;Rio Pardo de Minas;0,624;0,520;0,798;0,586
2010;31;3155702;Rio Piracicaba;0,685;0,605;0,794;0,670
2010;31;3155801;Rio Pomba;0,714;0,609;0,863;0,694
2010;31;3155900;Rio Preto;0,679;0,557;0,847;0,665
2010;31;3156007;Rio Vermelho;0,558;0,389;0,787;0,566
2010;31;3156106;Ritápolis;0,653;0,526;0,815;0,649
2010;31;3156205;Rochedo de Minas;0,684;0,569;0,849;0,663
2010;31;3156304;Rodeiro;0,668;0,532;0,797;0,703
2010;31;3156403;Romaria;0,708;0,604;0,813;0,722
2010;31;3156452;Rosário da Limeira;0,662;0,548;0,812;0,653
2010;31;3156502;Rubelita;0,582;0,443;0,808;0,552
2010;31;3156601;Rubim;0,609;0,469;0,817;0,589
2010;31;3156700;Sabará;0,731;0,670;0,833;0,699
2010;31;3156809;Sabinópolis;0,638;0,502;0,812;0,637
2010;31;3156908;Sacramento;0,732;0,619;0,871;0,726
2010;31;3157005;Salinas;0,679;0,551;0,815;0,697
2010;31;3157104;Salto da Divisa;0,608;0,453;0,846;0,586
2010;31;3157203;Santa Bárbara;0,707;0,642;0,816;0,676
2010;31;3157252;Santa Bárbara do Leste;0,613;0,473;0,800;0,608
2010;31;3157278;Santa Bárbara do Monte Verde;0,606;0,438;0,823;0,617
2010;31;3157302;Santa Bárbara do Tugúrio;0,637;0,517;0,810;0,616
2010;31;3157336;Santa Cruz de Minas;0,706;0,636;0,839;0,660
2010;31;3157377;Santa Cruz de Salinas;0,577;0,463;0,757;0,548
2010;31;3157401;Santa Cruz do Escalvado;0,625;0,485;0,815;0,618
2010;31;3157500;Santa Efigênia de Minas;0,607;0,487;0,793;0,579
2010;31;3157609;Santa Fé de Minas;0,615;0,492;0,804;0,589
2010;31;3157658;Santa Helena de Minas;0,567;0,474;0,723;0,531
2010;31;3157708;Santa Juliana;0,706;0,558;0,868;0,726
2010;31;3157807;Santa Luzia;0,715;0,625;0,859;0,682
2010;31;3157906;Santa Margarida;0,610;0,455;0,785;0,635
2010;31;3158003;Santa Maria de Itabira;0,648;0,533;0,821;0,622
2010;31;3158102;Santa Maria do Salto;0,613;0,507;0,765;0,593
2010;31;3158201;Santa Maria do Suaçuí;0,640;0,511;0,817;0,629
2010;31;3158300;Santana da Vargem;0,698;0,587;0,850;0,681
2010;31;3158409;Santana de Cataguases;0,694;0,655;0,793;0,643
2010;31;3158508;Santana de Pirapama;0,628;0,493;0,816;0,617
2010;31;3158607;Santana do Deserto;0,651;0,493;0,849;0,660
2010;31;3158706;Santana do Garambéu;0,667;0,558;0,822;0,648
2010;31;3158805;Santana do Jacaré;0,647;0,523;0,790;0,655
2010;31;3158904;Santana do Manhuaçu;0,621;0,475;0,809;0,622
2010;31;3158953;Santana do Paraíso;0,685;0,552;0,878;0,663
2010;31;3159001;Santana do Riacho;0,665;0,551;0,834;0,641
2010;31;3159100;Santana dos Montes;0,647;0,557;0,801;0,608
2010;31;3159209;Santa Rita de Caldas;0,690;0,576;0,823;0,693
2010;31;3159308;Santa Rita de Jacutinga;0,682;0,567;0,826;0,676
2010;31;3159357;Santa Rita de Minas;0,613;0,464;0,791;0,627
2010;31;3159407;Santa Rita de Ibitipoca;0,630;0,505;0,793;0,625
2010;31;3159506;Santa Rita do Itueto;0,607;0,472;0,779;0,609
2010;31;3159605;Santa Rita do Sapucaí;0,721;0,620;0,830;0,727
2010;31;3159704;Santa Rosa da Serra;0,705;0,583;0,866;0,695
2010;31;3159803;Santa Vitória;0,710;0,576;0,865;0,718
2010;31;3159902;Santo Antônio do Amparo;0,672;0,576;0,823;0,641
2010;31;3160009;Santo Antônio do Aventureiro;0,671;0,545;0,841;0,660
2010;31;3160108;Santo Antônio do Grama;0,633;0,493;0,823;0,626
2010;31;3160207;Santo Antônio do Itambé;0,558;0,408;0,794;0,537
2010;31;3160306;Santo Antônio do Jacinto;0,574;0,427;0,772;0,575
2010;31;3160405;Santo Antônio do Monte;0,724;0,615;0,840;0,736
2010;31;3160454;Santo Antônio do Retiro;0,570;0,469;0,784;0,504
2010;31;3160504;Santo Antônio do Rio Abaixo;0,669;0,591;0,823;0,616
2010;31;3160603;Santo Hipólito;0,657;0,536;0,824;0,641
2010;31;3160702;Santos Dumont;0,741;0,697;0,847;0,688
2010;31;3160801;São Bento Abade;0,672;0,581;0,801;0,651
2010;31;3160900;São Brás do Suaçuí;0,664;0,541;0,801;0,675
2010;31;3160959;São Domingos das Dores;0,638;0,539;0,800;0,602
2010;31;3161007;São Domingos do Prata;0,690;0,593;0,823;0,674
2010;31;3161056;São Félix de Minas;0,620;0,510;0,795;0,589
2010;31;3161106;São Francisco;0,638;0,542;0,804;0,595
2010;31;3161205;São Francisco de Paula;0,660;0,537;0,812;0,660
2010;31;3161304;São Francisco de Sales;0,688;0,528;0,867;0,711
2010;31;3161403;São Francisco do Glória;0,663;0,541;0,833;0,647
2010;31;3161502;São Geraldo;0,651;0,507;0,831;0,656
2010;31;3161601;São Geraldo da Piedade;0,600;0,447;0,774;0,625
2010;31;3161650;São Geraldo do Baixio;0,630;0,482;0,824;0,631
2010;31;3161700;São Gonçalo do Abaeté;0,670;0,568;0,796;0,665
2010;31;3161809;São Gonçalo do Pará;0,689;0,570;0,842;0,682
2010;31;3161908;São Gonçalo do Rio Abaixo;0,667;0,569;0,792;0,658
2010;31;3162005;São Gonçalo do Sapucaí;0,715;0,609;0,850;0,706
2010;31;3162104;São Gotardo;0,736;0,632;0,855;0,739
2010;31;3162203;São João Batista do Glória;0,724;0,631;0,845;0,713
2010;31;3162252;São João da Lagoa;0,634;0,546;0,813;0,575
2010;31;3162302;São João da Mata;0,653;0,501;0,822;0,676
2010;31;3162401;São João da Ponte;0,569;0,419;0,786;0,559
2010;31;3162450;São João das Missões;0,529;0,381;0,776;0,502
2010;31;3162500;São João del Rei;0,758;0,690;0,860;0,733
2010;31;3162559;São João do Manhuaçu;0,650;0,498;0,836;0,659
2010;31;3162575;São João do Manteninha;0,640;0,522;0,805;0,623
2010;31;3162609;São João do Oriente;0,648;0,536;0,805;0,631
2010;31;3162658;São João do Pacuí;0,625;0,504;0,798;0,606
2010;31;3162708;São João do Paraíso;0,615;0,493;0,808;0,583
2010;31;3162807;São João Evangelista;0,638;0,520;0,806;0,620
2010;31;3162906;São João Nepomuceno;0,708;0,600;0,850;0,696
2010;31;3162922;São Joaquim de Bicas;0,662;0,518;0,844;0,664
2010;31;3162948;São José da Barra;0,739;0,637;0,876;0,722
2010;31;3162955;São José da Lapa;0,729;0,679;0,844;0,677
2010;31;3163003;São José da Safira;0,583;0,432;0,765;0,600
2010;31;3163102;São José da Varginha;0,704;0,597;0,857;0,682
2010;31;3163201;São José do Alegre;0,717;0,652;0,837;0,676
2010;31;3163300;São José do Divino;0,658;0,583;0,778;0,627
2010;31;3163409;São José do Goiabal;0,666;0,553;0,814;0,657
2010;31;3163508;São José do Jacuri;0,566;0,417;0,749;0,582
2010;31;3163607;São José do Mantimento;0,657;0,562;0,823;0,612
2010;31;3163706;São Lourenço;0,759;0,673;0,871;0,746
2010;31;3163805;São Miguel do Anta;0,644;0,523;0,828;0,616
2010;31;3163904;São Pedro da União;0,674;0,539;0,836;0,680
2010;31;3164001;São Pedro dos Ferros;0,659;0,576;0,789;0,631
2010;31;3164100;São Pedro do Suaçuí;0,622;0,501;0,785;0,611
2010;31;3164209;São Romão;0,640;0,568;0,787;0,586
2010;31;3164308;São Roque de Minas;0,672;0,517;0,838;0,699
2010;31;3164407;São Sebastião da Bela Vista;0,692;0,569;0,848;0,687
2010;31;3164431;São Sebastião da Vargem Alegre;0,660;0,552;0,827;0,631
