ANO;UF;Codmun7;Município;IDHM;IDHM_E;IDHM_L;IDHM_R
2010;11;1100015;ALTA FLORESTA D'OESTE;0,641;0,526;0,763;0,657
2010;11;1100023;ARIQUEMES;0,702;0,600;0,806;0,716
2010;11;1100031;CABIXI;0,650;0,559;0,757;0,650
2010;11;1100049;CACOAL;0,718;0,620;0,821;0,727
2010;11;1100056;CEREJEIRAS;0,692;0,602;0,799;0,688
2010;11;1100064;COLORADO DO OESTE;0,685;0,584;0,814;0,676
2010;11;1100072;CORUMBIARA;0,613;0,473;0,774;0,630
2010;11;1100080;COSTA MARQUES;0,611;0,493;0,751;0,616
2010;11;1100098;ESPIGÃO D'OESTE;0,672;0,536;0,819;0,691
2010;11;1100106;GUAJARÁ-MIRIM;0,657;0,519;0,823;0,663
2010;11;1100114;JARU;0,689;0,577;0,825;0,687
2010;11;1100122;JI-PARANÁ;0,714;0,617;0,810;0,728
2010;11;1100130;MACHADINHO D'OESTE;0,596;0,446;0,755;0,629
2010;11;1100148;NOVA BRASILÂNDIA D'OESTE;0,643;0,524;0,763;0,664
2010;11;1100155;OURO PRETO DO OESTE;0,682;0,569;0,812;0,687
2010;11;1100189;PIMENTA BUENO;0,710;0,613;0,803;0,726
2010;11;1100205;PORTO VELHO;0,736;0,638;0,819;0,764
2010;11;1100254;PRESIDENTE MÉDICI;0,664;0,550;0,792;0,671
2010;11;1100262;RIO CRESPO;0,643;0,513;0,813;0,637
2010;11;1100288;ROLIM DE MOURA;0,700;0,598;0,808;0,709
2010;11;1100296;SANTA LUZIA D'OESTE;0,670;0,564;0,812;0,657
2010;11;1100304;VILHENA;0,731;0,659;0,808;0,734
2010;11;1100320;SÃO MIGUEL DO GUAPORÉ;0,646;0,537;0,781;0,644
2010;11;1100338;NOVA MAMORÉ;0,587;0,424;0,769;0,619
2010;11;1100346;ALVORADA D'OESTE;0,643;0,534;0,763;0,654
2010;11;1100379;ALTO ALEGRE DOS PARECIS;0,592;0,443;0,777;0,603
2010;11;1100403;ALTO PARAÍSO;0,625;0,457;0,804;0,664
2010;11;1100452;BURITIS;0,616;0,479;0,751;0,650
2010;11;1100502;NOVO HORIZONTE DO OESTE;0,634;0,527;0,799;0,606
2010;11;1100601;CACAULÂNDIA;0,646;0,506;0,801;0,664
2010;11;1100700;CAMPO NOVO DE RONDÔNIA;0,593;0,404;0,772;0,667
2010;11;1100809;CANDEIAS DO JAMARI;0,649;0,512;0,819;0,652
2010;11;1100908;CASTANHEIRAS;0,658;0,547;0,803;0,650
2010;11;1100924;CHUPINGUAIA;0,652;0,514;0,820;0,659
2010;11;1100940;CUJUBIM;0,612;0,439;0,789;0,663
2010;11;1101005;GOVERNADOR JORGE TEIXEIRA;0,596;0,444;0,762;0,627
2010;11;1101104;ITAPUÃ DO OESTE;0,614;0,488;0,751;0,633
2010;11;1101203;MINISTRO ANDREAZZA;0,638;0,518;0,776;0,647
2010;11;1101302;MIRANTE DA SERRA;0,643;0,494;0,800;0,673
2010;11;1101401;MONTE NEGRO;0,607;0,454;0,762;0,645
2010;11;1101435;NOVA UNIÃO;0,587;0,442;0,753;0,608
2010;11;1101450;PARECIS;0,617;0,485;0,800;0,604
2010;11;1101468;PIMENTEIRAS DO OESTE;0,665;0,545;0,816;0,662
2010;11;1101476;PRIMAVERA DE RONDÔNIA;0,641;0,512;0,799;0,645
2010;11;1101484;SÃO FELIPE D'OESTE;0,649;0,571;0,780;0,615
2010;11;1101492;SÃO FRANCISCO DO GUAPORÉ;0,611;0,462;0,751;0,657
2010;11;1101500;SERINGUEIRAS;0,598;0,427;0,779;0,644
2010;11;1101559;TEIXEIRÓPOLIS;0,643;0,498;0,818;0,653
2010;11;1101609;THEOBROMA;0,589;0,434;0,757;0,622
2010;11;1101708;URUPÁ;0,609;0,471;0,772;0,621
2010;11;1101757;VALE DO ANARI;0,584;0,421;0,756;0,626
2010;11;1101807;VALE DO PARAÍSO;0,627;0,485;0,792;0,641
2010;12;1200013;ACRELÂNDIA;0,604;0,466;0,808;0,584
2010;12;1200054;ASSIS BRASIL;0,588;0,456;0,770;0,578
2010;12;1200104;BRASILÉIA;0,614;0,485;0,770;0,619
2010;12;1200138;BUJARI;0,589;0,439;0,772;0,603
2010;12;1200179;CAPIXABA;0,575;0,398;0,794;0,601
2010;12;1200203;CRUZEIRO DO SUL;0,664;0,582;0,776;0,648
2010;12;1200252;EPITACIOLÂNDIA;0,653;0,553;0,771;0,654
2010;12;1200302;FEIJÓ;0,539;0,388;0,723;0,559
2010;12;1200328;JORDÃO;0,469;0,283;0,731;0,499
2010;12;1200336;MÂNCIO LIMA;0,625;0,546;0,770;0,580
2010;12;1200344;MANOEL URBANO;0,551;0,373;0,767;0,586
2010;12;1200351;MARECHAL THAUMATURGO;0,501;0,361;0,726;0,479
2010;12;1200385;PLÁCIDO DE CASTRO;0,622;0,517;0,786;0,593
2010;12;1200393;PORTO WALTER;0,532;0,397;0,726;0,521
2010;12;1200401;RIO BRANCO;0,727;0,661;0,798;0,729
2010;12;1200427;RODRIGUES ALVES;0,567;0,477;0,736;0,518
2010;12;1200435;SANTA ROSA DO PURUS;0,517;0,340;0,781;0,519
2010;12;1200450;SENADOR GUIOMARD;0,640;0,513;0,786;0,649
2010;12;1200500;SENA MADUREIRA;0,603;0,456;0,810;0,593
2010;12;1200609;TARAUACÁ;0,539;0,392;0,720;0,554
2010;12;1200708;XAPURI;0,599;0,448;0,773;0,621
2010;12;1200807;PORTO ACRE;0,576;0,418;0,771;0,593
2010;13;1300029;ALVARÃES;0,527;0,377;0,778;0,499
2010;13;1300060;AMATURÁ;0,560;0,455;0,773;0,499
2010;13;1300086;ANAMÃ;0,594;0,526;0,741;0,537
2010;13;1300102;ANORI;0,561;0,433;0,757;0,540
2010;13;1300144;APUÍ;0,637;0,540;0,772;0,621
2010;13;1300201;ATALAIA DO NORTE;0,450;0,259;0,733;0,481
2010;13;1300300;AUTAZES;0,577;0,446;0,799;0,539
2010;13;1300409;BARCELOS;0,500;0,315;0,728;0,545
2010;13;1300508;BARREIRINHA;0,574;0,522;0,774;0,469
2010;13;1300607;BENJAMIN CONSTANT;0,574;0,471;0,763;0,526
2010;13;1300631;BERURI;0,506;0,346;0,731;0,512
2010;13;1300680;BOA VISTA DO RAMOS;0,565;0,484;0,750;0,496
2010;13;1300706;BOCA DO ACRE;0,588;0,455;0,777;0,576
2010;13;1300805;BORBA;0,560;0,425;0,776;0,532
2010;13;1300839;CAAPIRANGA;0,569;0,436;0,775;0,544
2010;13;1300904;CANUTAMA;0,530;0,379;0,752;0,522
2010;13;1301001;CARAUARI;0,549;0,416;0,745;0,534
2010;13;1301100;CAREIRO;0,557;0,431;0,779;0,515
2010;13;1301159;CAREIRO DA VÁRZEA;0,568;0,450;0,779;0,523
2010;13;1301209;COARI;0,586;0,425;0,780;0,606
2010;13;1301308;CODAJÁS;0,563;0,421;0,775;0,546
2010;13;1301407;EIRUNEPÉ;0,563;0,431;0,756;0,548
2010;13;1301506;ENVIRA;0,509;0,349;0,727;0,521
2010;13;1301605;FONTE BOA;0,530;0,400;0,719;0,518
2010;13;1301654;GUAJARÁ;0,532;0,387;0,762;0,510
2010;13;1301704;HUMAITÁ;0,605;0,451;0,791;0,621
2010;13;1301803;IPIXUNA;0,481;0,302;0,772;0,476
2010;13;1301852;IRANDUBA;0,613;0,476;0,799;0,607
2010;13;1301902;ITACOATIARA;0,644;0,534;0,811;0,618
2010;13;1301951;ITAMARATI;0,477;0,266;0,772;0,529
2010;13;1302009;ITAPIRANGA;0,654;0,594;0,792;0,594
2010;13;1302108;JAPURÁ;0,522;0,345;0,748;0,552
2010;13;1302207;JURUÁ;0,522;0,376;0,704;0,538
2010;13;1302306;JUTAÍ;0,516;0,340;0,766;0,528
2010;13;1302405;LÁBREA;0,531;0,374;0,744;0,538
2010;13;1302504;MANACAPURU;0,614;0,481;0,795;0,604
2010;13;1302553;MANAQUIRI;0,596;0,510;0,748;0,556
2010;13;1302603;MANAUS;0,737;0,658;0,826;0,738
2010;13;1302702;MANICORÉ;0,582;0,456;0,747;0,580
2010;13;1302801;MARAÃ;0,498;0,348;0,763;0,466
2010;13;1302900;MAUÉS;0,588;0,464;0,800;0,549
2010;13;1303007;NHAMUNDÁ;0,586;0,503;0,779;0,513
2010;13;1303106;NOVA OLINDA DO NORTE;0,558;0,412;0,780;0,541
2010;13;1303205;NOVO AIRÃO;0,570;0,434;0,776;0,551
2010;13;1303304;NOVO ARIPUANÃ;0,554;0,421;0,759;0,532
2010;13;1303403;PARINTINS;0,658;0,605;0,800;0,589
2010;13;1303502;PAUINI;0,496;0,317;0,724;0,531
2010;13;1303536;PRESIDENTE FIGUEIREDO;0,647;0,538;0,802;0,627
2010;13;1303569;RIO PRETO DA EVA;0,611;0,493;0,785;0,590
2010;13;1303601;SANTA ISABEL DO RIO NEGRO;0,479;0,323;0,737;0,461
2010;13;1303700;SANTO ANTÔNIO DO IÇÁ;0,490;0,353;0,759;0,438
2010;13;1303809;SÃO GABRIEL DA CACHOEIRA;0,609;0,476;0,777;0,610
2010;13;1303908;SÃO PAULO DE OLIVENÇA;0,521;0,386;0,780;0,471
2010;13;1303957;SÃO SEBASTIÃO DO UATUMÃ;0,577;0,464;0,739;0,561
2010;13;1304005;SILVES;0,632;0,584;0,791;0,546
2010;13;1304062;TABATINGA;0,616;0,505;0,769;0,602
2010;13;1304104;TAPAUÁ;0,502;0,355;0,694;0,512
2010;13;1304203;TEFÉ;0,639;0,511;0,801;0,637
2010;13;1304237;TONANTINS;0,548;0,416;0,779;0,508
2010;13;1304260;UARINI;0,527;0,378;0,724;0,535
2010;13;1304302;URUCARÁ;0,620;0,575;0,754;0,551
2010;13;1304401;URUCURITUBA;0,588;0,487;0,776;0,538
2010;14;1400027;AMAJARI;0,484;0,319;0,815;0,437
2010;14;1400050;ALTO ALEGRE;0,542;0,379;0,813;0,518
2010;14;1400100;BOA VISTA;0,752;0,708;0,816;0,737
2010;14;1400159;BONFIM;0,626;0,509;0,809;0,597
2010;14;1400175;CANTÁ;0,619;0,509;0,803;0,581
2010;14;1400209;CARACARAÍ;0,624;0,518;0,780;0,601
2010;14;1400233;CAROEBE;0,639;0,549;0,791;0,600
2010;14;1400282;IRACEMA;0,582;0,434;0,810;0,560
2010;14;1400308;MUCAJAÍ;0,665;0,547;0,813;0,661
2010;14;1400407;NORMANDIA;0,594;0,502;0,801;0,520
2010;14;1400456;PACARAIMA;0,650;0,558;0,788;0,624
2010;14;1400472;RORAINÓPOLIS;0,619;0,519;0,798;0,574
2010;14;1400506;SÃO JOÃO DA BALIZA;0,655;0,587;0,780;0,614
2010;14;1400605;SÃO LUIZ;0,649;0,574;0,788;0,605
2010;14;1400704;UIRAMUTÃ;0,453;0,276;0,766;0,439
2010;15;1500107;ABAETETUBA;0,628;0,537;0,798;0,579
2010;15;1500131;ABEL FIGUEIREDO;0,622;0,481;0,800;0,625
2010;15;1500206;ACARÁ;0,506;0,332;0,757;0,517
2010;15;1500305;AFUÁ;0,489;0,311;0,774;0,485
2010;15;1500347;ÁGUA AZUL DO NORTE;0,564;0,399;0,797;0,563
2010;15;1500404;ALENQUER;0,564;0,436;0,779;0,529
2010;15;1500503;ALMEIRIM;0,642;0,497;0,809;0,659
2010;15;1500602;ALTAMIRA;0,665;0,548;0,811;0,662
2010;15;1500701;ANAJÁS;0,484;0,290;0,774;0,506
2010;15;1500800;ANANINDEUA;0,718;0,658;0,821;0,684
2010;15;1500859;ANAPU;0,548;0,371;0,788;0,563
2010;15;1500909;AUGUSTO CORRÊA;0,520;0,380;0,772;0,480
2010;15;1500958;AURORA DO PARÁ;0,519;0,358;0,773;0,504
2010;15;1501006;AVEIRO;0,541;0,450;0,748;0,470
2010;15;1501105;BAGRE;0,471;0,280;0,777;0,481
2010;15;1501204;BAIÃO;0,578;0,467;0,770;0,538
2010;15;1501253;BANNACH;0,594;0,420;0,784;0,635
2010;15;1501303;BARCARENA;0,662;0,564;0,801;0,643
2010;15;1501402;BELÉM;0,746;0,673;0,822;0,751
2010;15;1501451;BELTERRA;0,588;0,478;0,775;0,548
2010;15;1501501;BENEVIDES;0,665;0,592;0,798;0,623
2010;15;1501576;BOM JESUS DO TOCANTINS;0,589;0,437;0,777;0,601
2010;15;1501600;BONITO;0,546;0,398;0,770;0,531
2010;15;1501709;BRAGANÇA;0,600;0,486;0,755;0,589
2010;15;1501725;BRASIL NOVO;0,613;0,451;0,809;0,632
2010;15;1501758;BREJO GRANDE DO ARAGUAIA;0,591;0,473;0,743;0,588
2010;15;1501782;BREU BRANCO;0,568;0,422;0,781;0,555
2010;15;1501808;BREVES;0,503;0,312;0,778;0,524
2010;15;1501907;BUJARU;0,552;0,437;0,779;0,495
2010;15;1501956;CACHOEIRA DO PIRIÁ;0,473;0,303;0,779;0,449
2010;15;1502004;CACHOEIRA DO ARARI;0,546;0,398;0,778;0,525
2010;15;1502103;CAMETÁ;0,577;0,474;0,754;0,538
2010;15;1502152;CANAÃ DOS CARAJÁS;0,673;0,569;0,801;0,670
2010;15;1502202;CAPANEMA;0,655;0,580;0,794;0,610
2010;15;1502301;CAPITÃO POÇO;0,548;0,385;0,747;0,573
2010;15;1502400;CASTANHAL;0,673;0,582;0,800;0,654
2010;15;1502509;CHAVES;0,453;0,234;0,769;0,516
2010;15;1502608;COLARES;0,602;0,528;0,763;0,541
2010;15;1502707;CONCEIÇÃO DO ARAGUAIA;0,640;0,540;0,770;0,631
2010;15;1502756;CONCÓRDIA DO PARÁ;0,566;0,438;0,741;0,560
2010;15;1502764;CUMARU DO NORTE;0,550;0,330;0,795;0,635
2010;15;1502772;CURIONÓPOLIS;0,636;0,536;0,809;0,592
2010;15;1502806;CURRALINHO;0,502;0,323;0,769;0,508
2010;15;1502855;CURUÁ;0,578;0,495;0,780;0,501
2010;15;1502905;CURUÇÁ;0,582;0,480;0,758;0,542
2010;15;1502939;DOM ELISEU;0,615;0,502;0,763;0,606
2010;15;1502954;ELDORADO DOS CARAJÁS;0,560;0,405;0,757;0,572
2010;15;1503002;FARO;0,563;0,470;0,756;0,501
2010;15;1503044;FLORESTA DO ARAGUAIA;0,583;0,437;0,792;0,573
2010;15;1503077;GARRAFÃO DO NORTE;0,526;0,353;0,763;0,540
2010;15;1503093;GOIANÉSIA DO PARÁ;0,560;0,404;0,743;0,585
2010;15;1503101;GURUPÁ;0,509;0,333;0,777;0,510
2010;15;1503200;IGARAPÉ-AÇU;0,595;0,490;0,743;0,579
2010;15;1503309;IGARAPÉ-MIRI;0,547;0,413;0,770;0,514
2010;15;1503408;INHANGAPI;0,572;0,456;0,748;0,550
2010;15;1503457;IPIXUNA DO PARÁ;0,489;0,304;0,757;0,508
2010;15;1503507;IRITUIA;0,559;0,427;0,763;0,536
2010;15;1503606;ITAITUBA;0,640;0,510;0,800;0,644
2010;15;1503705;ITUPIRANGA;0,528;0,364;0,746;0,543
2010;15;1503754;JACAREACANGA;0,505;0,279;0,800;0,577
2010;15;1503804;JACUNDÁ;0,622;0,509;0,752;0,628
2010;15;1503903;JURUTI;0,592;0,501;0,756;0,547
2010;15;1504000;LIMOEIRO DO AJURU;0,541;0,425;0,754;0,493
2010;15;1504059;MÃE DO RIO;0,599;0,458;0,763;0,615
2010;15;1504109;MAGALHÃES BARATA;0,597;0,507;0,801;0,524
2010;15;1504208;MARABÁ;0,668;0,564;0,785;0,673
2010;15;1504307;MARACANÃ;0,570;0,454;0,764;0,534
2010;15;1504406;MARAPANIM;0,609;0,521;0,760;0,570
2010;15;1504422;MARITUBA;0,676;0,628;0,793;0,621
2010;15;1504455;MEDICILÂNDIA;0,582;0,408;0,800;0,605
2010;15;1504505;MELGAÇO;0,418;0,207;0,776;0,454
2010;15;1504604;MOCAJUBA;0,575;0,467;0,754;0,539
2010;15;1504703;MOJU;0,547;0,375;0,757;0,578
2010;15;1504802;MONTE ALEGRE;0,589;0,495;0,764;0,541
2010;15;1504901;MUANÁ;0,547;0,391;0,775;0,540
2010;15;1504950;NOVA ESPERANÇA DO PIRIÁ;0,502;0,346;0,757;0,482
2010;15;1504976;NOVA IPIXUNA;0,581;0,435;0,766;0,590
2010;15;1505007;NOVA TIMBOTEUA;0,609;0,507;0,791;0,564
2010;15;1505031;NOVO PROGRESSO;0,673;0,519;0,828;0,709
2010;15;1505064;NOVO REPARTIMENTO;0,537;0,376;0,741;0,557
2010;15;1505106;ÓBIDOS;0,594;0,499;0,756;0,556
2010;15;1505205;OEIRAS DO PARÁ;0,507;0,344;0,754;0,502
2010;15;1505304;ORIXIMINÁ;0,623;0,520;0,778;0,599
2010;15;1505403;OURÉM;0,568;0,438;0,727;0,575
2010;15;1505437;OURILÂNDIA DO NORTE;0,624;0,467;0,795;0,653
2010;15;1505486;PACAJÁ;0,515;0,338;0,746;0,541
2010;15;1505494;PALESTINA DO PARÁ;0,589;0,467;0,761;0,574
2010;15;1505502;PARAGOMINAS;0,645;0,514;0,781;0,667
2010;15;1505536;PARAUAPEBAS;0,715;0,644;0,809;0,701
2010;15;1505551;PAU D'ARCO;0,574;0,443;0,748;0,571
2010;15;1505601;PEIXE-BOI;0,581;0,478;0,754;0,543
2010;15;1505635;PIÇARRA;0,563;0,402;0,792;0,561
2010;15;1505650;PLACAS;0,552;0,404;0,770;0,541
2010;15;1505700;PONTA DE PEDRAS;0,562;0,412;0,773;0,558
2010;15;1505809;PORTEL;0,483;0,286;0,767;0,513
2010;15;1505908;PORTO DE MOZ;0,503;0,322;0,770;0,512
2010;15;1506005;PRAINHA;0,523;0,359;0,779;0,512
2010;15;1506104;PRIMAVERA;0,577;0,435;0,772;0,571
2010;15;1506112;QUATIPURU;0,543;0,397;0,732;0,550
2010;15;1506138;REDENÇÃO;0,672;0,561;0,804;0,674
2010;15;1506161;RIO MARIA;0,638;0,495;0,804;0,651
2010;15;1506187;RONDON DO PARÁ;0,602;0,457;0,788;0,606
2010;15;1506195;RURÓPOLIS;0,548;0,392;0,764;0,548
2010;15;1506203;SALINÓPOLIS;0,647;0,541;0,798;0,628
2010;15;1506302;SALVATERRA;0,608;0,488;0,793;0,580
2010;15;1506351;SANTA BÁRBARA DO PARÁ;0,627;0,546;0,784;0,575
2010;15;1506401;SANTA CRUZ DO ARARI;0,557;0,461;0,775;0,483
2010;15;1506500;SANTA ISABEL DO PARÁ;0,659;0,576;0,798;0,622
2010;15;1506559;SANTA LUZIA DO PARÁ;0,546;0,424;0,724;0,530
2010;15;1506583;SANTA MARIA DAS BARREIRAS;0,544;0,370;0,783;0,555
2010;15;1506609;SANTA MARIA DO PARÁ;0,598;0,471;0,764;0,595
2010;15;1506708;SANTANA DO ARAGUAIA;0,602;0,478;0,774;0,591
2010;15;1506807;SANTARÉM;0,691;0,648;0,807;0,632
2010;15;1506906;SANTARÉM NOVO;0,587;0,502;0,774;0,520
2010;15;1507003;SANTO ANTÔNIO DO TAUÁ;0,632;0,561;0,753;0,598
2010;15;1507102;SÃO CAETANO DE ODIVELAS;0,585;0,473;0,767;0,552
2010;15;1507151;SÃO DOMINGOS DO ARAGUAIA;0,594;0,451;0,738;0,629
2010;15;1507201;SÃO DOMINGOS DO CAPIM;0,532;0,382;0,773;0,509
2010;15;1507300;SÃO FÉLIX DO XINGU;0,594;0,411;0,798;0,638
2010;15;1507409;SÃO FRANCISCO DO PARÁ;0,608;0,502;0,785;0,571
2010;15;1507458;SÃO GERALDO DO ARAGUAIA;0,595;0,447;0,793;0,594
2010;15;1507466;SÃO JOÃO DA PONTA;0,583;0,495;0,767;0,522
2010;15;1507474;SÃO JOÃO DE PIRABAS;0,539;0,393;0,753;0,529
2010;15;1507508;SÃO JOÃO DO ARAGUAIA;0,550;0,424;0,741;0,530
2010;15;1507607;SÃO MIGUEL DO GUAMÁ;0,591;0,471;0,752;0,582
2010;15;1507706;SÃO SEBASTIÃO DA BOA VISTA;0,558;0,439;0,760;0,520
2010;15;1507755;SAPUCAIA;0,590;0,405;0,792;0,639
2010;15;1507805;SENADOR JOSÉ PORFÍRIO;0,514;0,338;0,754;0,533
2010;15;1507904;SOURE;0,615;0,525;0,760;0,583
2010;15;1507953;TAILÂNDIA;0,588;0,450;0,776;0,583
2010;15;1507961;TERRA ALTA;0,605;0,536;0,743;0,555
2010;15;1507979;TERRA SANTA;0,635;0,558;0,763;0,602
2010;15;1508001;TOMÉ-AÇU;0,586;0,424;0,798;0,596
2010;15;1508035;TRACUATEUA;0,531;0,376;0,776;0,514
2010;15;1508050;TRAIRÃO;0,562;0,392;0,763;0,594
2010;15;1508084;TUCUMÃ;0,659;0,525;0,813;0,670
2010;15;1508100;TUCURUÍ;0,666;0,548;0,800;0,675
2010;15;1508126;ULIANÓPOLIS;0,604;0,425;0,759;0,682
2010;15;1508159;URUARÁ;0,589;0,420;0,798;0,609
2010;15;1508209;VIGIA;0,617;0,516;0,768;0,594
2010;15;1508308;VISEU;0,515;0,366;0,776;0,482
2010;15;1508357;VITÓRIA DO XINGU;0,596;0,451;0,792;0,594
2010;15;1508407;XINGUARA;0,646;0,503;0,800;0,671
2010;16;1600055;SERRA DO NAVIO;0,709;0,692;0,783;0,659
2010;16;1600105;AMAPÁ;0,642;0,532;0,790;0,631
2010;16;1600154;PEDRA BRANCA DO AMAPARI;0,626;0,502;0,779;0,628
2010;16;1600204;CALÇOENE;0,643;0,550;0,759;0,636
2010;16;1600212;CUTIAS;0,628;0,566;0,760;0,576
2010;16;1600238;FERREIRA GOMES;0,656;0,542;0,820;0,635
2010;16;1600253;ITAUBAL;0,576;0,477;0,758;0,528
2010;16;1600279;LARANJAL DO JARI;0,665;0,573;0,801;0,641
2010;16;1600303;MACAPÁ;0,733;0,663;0,820;0,723
2010;16;1600402;MAZAGÃO;0,592;0,449;0,758;0,609
2010;16;1600501;OIAPOQUE;0,658;0,527;0,779;0,693
2010;16;1600535;PORTO GRANDE;0,640;0,554;0,777;0,610
2010;16;1600550;PRACUÚBA;0,614;0,544;0,790;0,539
2010;16;1600600;SANTANA;0,692;0,638;0,794;0,654
2010;16;1600709;TARTARUGALZINHO;0,592;0,473;0,794;0,553
2010;16;1600808;VITÓRIA DO JARI;0,619;0,517;0,781;0,587
2010;17;1700251;ABREULÂNDIA;0,665;0,502;0,835;0,700
2010;17;1700301;AGUIARNÓPOLIS;0,657;0,571;0,804;0,618
2010;17;1700350;ALIANÇA DO TOCANTINS;0,663;0,596;0,801;0,610
2010;17;1700400;ALMAS;0,636;0,524;0,796;0,616
2010;17;1700707;ALVORADA;0,708;0,623;0,843;0,677
2010;17;1701002;ANANÁS;0,671;0,605;0,804;0,621
2010;17;1701051;ANGICO;0,648;0,612;0,773;0,576
2010;17;1701101;APARECIDA DO RIO NEGRO;0,651;0,588;0,791;0,593
2010;17;1701309;ARAGOMINAS;0,593;0,461;0,739;0,611
2010;17;1701903;ARAGUACEMA;0,639;0,553;0,805;0,587
2010;17;1702000;ARAGUAÇU;0,675;0,602;0,796;0,642
2010;17;1702109;ARAGUAÍNA;0,752;0,712;0,821;0,727
2010;17;1702158;ARAGUANÃ;0,604;0,473;0,756;0,617
2010;17;1702208;ARAGUATINS;0,631;0,525;0,793;0,604
2010;17;1702307;ARAPOEMA;0,680;0,601;0,810;0,645
2010;17;1702406;ARRAIAS;0,651;0,523;0,829;0,636
2010;17;1702554;AUGUSTINÓPOLIS;0,670;0,619;0,793;0,614
2010;17;1702703;AURORA DO TOCANTINS;0,677;0,570;0,804;0,676
2010;17;1702901;AXIXÁ DO TOCANTINS;0,627;0,566;0,733;0,595
2010;17;1703008;BABAÇULÂNDIA;0,642;0,568;0,792;0,589
2010;17;1703057;BANDEIRANTES DO TOCANTINS;0,638;0,571;0,797;0,570
2010;17;1703073;BARRA DO OURO;0,603;0,517;0,760;0,557
2010;17;1703107;BARROLÂNDIA;0,642;0,541;0,817;0,600
2010;17;1703206;BERNARDO SAYÃO;0,638;0,573;0,748;0,606
2010;17;1703305;BOM JESUS DO TOCANTINS;0,660;0,555;0,833;0,621
2010;17;1703602;BRASILÂNDIA DO TOCANTINS;0,684;0,601;0,831;0,640
2010;17;1703701;BREJINHO DE NAZARÉ;0,686;0,619;0,820;0,635
2010;17;1703800;BURITI DO TOCANTINS;0,627;0,601;0,713;0,575
2010;17;1703826;CACHOEIRINHA;0,627;0,590;0,762;0,548
2010;17;1703842;CAMPOS LINDOS;0,544;0,377;0,738;0,578
2010;17;1703867;CARIRI DO TOCANTINS;0,662;0,549;0,826;0,639
2010;17;1703883;CARMOLÂNDIA;0,640;0,521;0,810;0,621
2010;17;1703891;CARRASCO BONITO;0,594;0,531;0,728;0,543
2010;17;1703909;CASEARA;0,658;0,534;0,825;0,647
2010;17;1704105;CENTENÁRIO;0,569;0,461;0,700;0,571
2010;17;1704600;CHAPADA DE AREIA;0,619;0,529;0,726;0,619
2010;17;1705102;CHAPADA DA NATIVIDADE;0,620;0,497;0,814;0,590
2010;17;1705508;COLINAS DO TOCANTINS;0,701;0,614;0,814;0,690
2010;17;1705557;COMBINADO;0,697;0,639;0,815;0,649
2010;17;1705607;CONCEIÇÃO DO TOCANTINS;0,592;0,478;0,739;0,588
2010;17;1706001;COUTO MAGALHÃES;0,605;0,508;0,760;0,574
2010;17;1706100;CRISTALÂNDIA;0,673;0,570;0,805;0,663
2010;17;1706258;CRIXÁS DO TOCANTINS;0,644;0,555;0,798;0,603
2010;17;1706506;DARCINÓPOLIS;0,581;0,429;0,764;0,597
2010;17;1707009;DIANÓPOLIS;0,701;0,624;0,822;0,673
2010;17;1707108;DIVINÓPOLIS DO TOCANTINS;0,683;0,585;0,816;0,667
2010;17;1707207;DOIS IRMÃOS DO TOCANTINS;0,583;0,442;0,813;0,551
2010;17;1707306;DUERÉ;0,679;0,566;0,846;0,654
2010;17;1707405;ESPERANTINA;0,570;0,524;0,715;0,495
2010;17;1707553;FÁTIMA;0,697;0,638;0,813;0,653
2010;17;1707652;FIGUEIRÓPOLIS;0,689;0,600;0,822;0,664
2010;17;1707702;FILADÉLFIA;0,621;0,522;0,792;0,578
2010;17;1708205;FORMOSO DO ARAGUAIA;0,670;0,587;0,801;0,640
2010;17;1708254;FORTALEZA DO TABOCÃO;0,659;0,575;0,808;0,616
2010;17;1708304;GOIANORTE;0,621;0,497;0,805;0,598
2010;17;1709005;GOIATINS;0,576;0,462;0,765;0,541
2010;17;1709302;GUARAÍ;0,741;0,670;0,839;0,724
2010;17;1709500;GURUPI;0,759;0,706;0,843;0,736
2010;17;1709807;IPUEIRAS;0,620;0,518;0,797;0,576
2010;17;1710508;ITACAJÁ;0,612;0,491;0,798;0,585
2010;17;1710706;ITAGUATINS;0,616;0,511;0,799;0,572
2010;17;1710904;ITAPIRATINS;0,601;0,446;0,796;0,611
2010;17;1711100;ITAPORÃ DO TOCANTINS;0,650;0,531;0,842;0,613
2010;17;1711506;JAÚ DO TOCANTINS;0,662;0,529;0,815;0,672
2010;17;1711803;JUARINA;0,584;0,478;0,742;0,563
2010;17;1711902;LAGOA DA CONFUSÃO;0,627;0,496;0,787;0,630
2010;17;1711951;LAGOA DO TOCANTINS;0,579;0,471;0,758;0,543
2010;17;1712009;LAJEADO;0,675;0,573;0,798;0,673
2010;17;1712157;LAVANDEIRA;0,660;0,620;0,775;0,598
2010;17;1712405;LIZARDA;0,570;0,415;0,765;0,584
2010;17;1712454;LUZINÓPOLIS;0,639;0,605;0,726;0,593
2010;17;1712504;MARIANÓPOLIS DO TOCANTINS;0,631;0,504;0,792;0,630
2010;17;1712702;MATEIROS;0,607;0,463;0,823;0,586
2010;17;1712801;MAURILÂNDIA DO TOCANTINS;0,580;0,498;0,724;0,542
2010;17;1713205;MIRACEMA DO TOCANTINS;0,684;0,579;0,820;0,675
