Relação categoria x cluster detalhada - BR todos sem capital de UF e conurbados,,,,,
"Os nomes dos municípios foram agrupados por categoria e cluster, com separação por linha dentro de cada célula.",,,,,
,,,,,
Categoria,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
Bom Jesus (PI)
Brasiléia (AC)
Cacoal (RO)
Caldas Novas (GO)
Campos Belos (GO)
Canto do Buriti (PI)
Ceres (GO)
Coari (AM)
Colinas do Tocantins (TO)
Confresa (MT)
Coxim (MS)
Dianópolis (TO)
Dracena (SP)
Eirunepé (AM)
Flores de Goiás (GO)
Goiás (GO)
Guaraí (TO)
Inhumas (GO)
Iporá (GO)
Itacoatiara (AM)
Itaituba (PA)
Ituiutaba (MG)
Iturama (MG)
Jaciara (MT)
Januária (MG)
Jardim (MS)
Jaru (RO)
Juara (MT)
Juína (MT)
Loanda (PR)
Manacapuru (AM)
Manicoré (AM)
Mineiros (GO)
Miracema do Tocantins (TO)
Mirassol d'Oeste (MT)
Monte Carmelo (MG)
Naviraí (MS)
Nova Andradina (MS)
Palmeiras de Goiás (GO)
Paranaíba (MS)
Parauapebas (PA)
Paraíso do Tocantins (TO)
Paulistana (PI)
Peixoto de Azevedo (MT)
Piracanjuba (GO)
Pirapora (MG)
Pires do Rio (GO)
Ponta Porã (MS)
Pontes e Lacerda (MT)
Porto Nacional (TO)
Presidente Venceslau (SP)
Quirinópolis (GO)
Santa Maria da Vitória (BA)
Sena Madureira (AC)
Simplício Mendes (PI)
São Francisco (MG)
São Gabriel da Cachoeira (AM)
São João do Piauí (PI)
Tabatinga (AM)
Tangará da Serra (MT)
Tarauacá (AC)
Três Lagoas (MS)
Tucumã (PA)
Unaí (MG)
Uruaçu (GO)
Vilhena (RO)
Votuporanga (SP)
Xinguara (PA)
Água Boa (MT)
Águas Lindas de Goiás (GO)","Acaraú (CE)
Alagoinhas (BA)
Angra dos Reis (RJ)
Aracati (CE)
Araranguá (SC)
Atalaia (AL)
Açu (RN)
Barreirinhas (MA)
Barreiros (PE)
